match_id,season,start_date,innings,batting_team,bowling_team,partnership,runs_off_bat,net_runs,batter1,batter1_runs,batter2,batter2_runs,message,partner_labels
1229344,2020,13-09-2020,1,Thunder,Lightning,L Marshall & GEB Boyce,12,14,L Marshall,11,GEB Boyce,1,vs Lightning (13-09-2020),L Marshall & GEB Boyce (Thunder)
1229344,2020,13-09-2020,1,Thunder,Lightning,N Brown & GEB Boyce,20,23,N Brown,8,GEB Boyce,12,vs Lightning (13-09-2020),N Brown & GEB Boyce (Thunder)
1229344,2020,13-09-2020,1,Thunder,Lightning,R Duckworth & AE Dyson,12,14,R Duckworth,8,AE Dyson,4,vs Lightning (13-09-2020),R Duckworth & AE Dyson (Thunder)
1229344,2020,13-09-2020,1,Thunder,Lightning,N Brown & R Duckworth,51,59,N Brown,34,R Duckworth,17,vs Lightning (13-09-2020),N Brown & R Duckworth (Thunder)
1229344,2020,13-09-2020,2,Lightning,Thunder,AJ Freeborn & AD Presland,9,12,AJ Freeborn,4,AD Presland,5,vs Thunder (13-09-2020),AJ Freeborn & AD Presland (Lightning)
1229344,2020,13-09-2020,2,Lightning,Thunder,AJ Freeborn & KE Bryce,0,0,AJ Freeborn,0,KE Bryce,0,vs Thunder (13-09-2020),AJ Freeborn & KE Bryce (Lightning)
1229344,2020,13-09-2020,2,Lightning,Thunder,Ilenia Sims & AJ Freeborn,2,2,Ilenia Sims,1,AJ Freeborn,1,vs Thunder (13-09-2020),Ilenia Sims & AJ Freeborn (Lightning)
1229344,2020,13-09-2020,2,Lightning,Thunder,KE Bryce & SJ Bryce,45,47,KE Bryce,22,SJ Bryce,23,vs Thunder (13-09-2020),KE Bryce & SJ Bryce (Lightning)
1229344,2020,13-09-2020,2,Lightning,Thunder,AJ Freeborn & LF Higham,8,8,AJ Freeborn,8,LF Higham,0,vs Thunder (13-09-2020),AJ Freeborn & LF Higham (Lightning)
1229344,2020,13-09-2020,2,Lightning,Thunder,AJ Freeborn & N Harman,5,5,AJ Freeborn,1,N Harman,4,vs Thunder (13-09-2020),AJ Freeborn & N Harman (Lightning)
1229344,2020,13-09-2020,2,Lightning,Thunder,S Munro & AJ Freeborn,11,11,S Munro,3,AJ Freeborn,8,vs Thunder (13-09-2020),S Munro & AJ Freeborn (Lightning)
1229344,2020,13-09-2020,2,Lightning,Thunder,S Pai & AJ Freeborn,12,13,S Pai,7,AJ Freeborn,5,vs Thunder (13-09-2020),S Pai & AJ Freeborn (Lightning)
1229344,2020,13-09-2020,2,Lightning,Thunder,SJ Bryce & B Ellis,6,8,SJ Bryce,1,B Ellis,5,vs Thunder (13-09-2020),SJ Bryce & B Ellis (Lightning)
1229344,2020,13-09-2020,2,Lightning,Thunder,AJ Freeborn & T Graves,9,10,AJ Freeborn,1,T Graves,8,vs Thunder (13-09-2020),AJ Freeborn & T Graves (Lightning)
1229345,2020,13-09-2020,1,Northern Diamonds,Central Sparks,A Campbell & SL Kalis,5,6,A Campbell,4,SL Kalis,1,vs Central Sparks (13-09-2020),A Campbell & SL Kalis (Northern Diamonds)
1229345,2020,13-09-2020,1,Northern Diamonds,Central Sparks,BA Langston & SL Kalis,28,28,BA Langston,9,SL Kalis,19,vs Central Sparks (13-09-2020),BA Langston & SL Kalis (Northern Diamonds)
1229345,2020,13-09-2020,1,Northern Diamonds,Central Sparks,BAM Heath & SL Kalis,0,0,BAM Heath,0,SL Kalis,0,vs Central Sparks (13-09-2020),BAM Heath & SL Kalis (Northern Diamonds)
1229345,2020,13-09-2020,1,Northern Diamonds,Central Sparks,HJ Armitage & RHM Hopkins,28,28,HJ Armitage,18,RHM Hopkins,10,vs Central Sparks (13-09-2020),HJ Armitage & RHM Hopkins (Northern Diamonds)
1229345,2020,13-09-2020,1,Northern Diamonds,Central Sparks,HL Fenby & BA Langston,24,27,HL Fenby,11,BA Langston,13,vs Central Sparks (13-09-2020),HL Fenby & BA Langston (Northern Diamonds)
1229345,2020,13-09-2020,1,Northern Diamonds,Central Sparks,JL Gunn & SL Kalis,34,37,JL Gunn,15,SL Kalis,19,vs Central Sparks (13-09-2020),JL Gunn & SL Kalis (Northern Diamonds)
1229345,2020,13-09-2020,1,Northern Diamonds,Central Sparks,KA Levick & BA Langston,5,5,KA Levick,1,BA Langston,4,vs Central Sparks (13-09-2020),KA Levick & BA Langston (Northern Diamonds)
1229345,2020,13-09-2020,1,Northern Diamonds,Central Sparks,PC Graham & BA Langston,0,0,PC Graham,0,BA Langston,0,vs Central Sparks (13-09-2020),PC Graham & BA Langston (Northern Diamonds)
1229345,2020,13-09-2020,1,Northern Diamonds,Central Sparks,SL Kalis & AL MacDonald,1,1,SL Kalis,1,AL MacDonald,0,vs Central Sparks (13-09-2020),SL Kalis & AL MacDonald (Northern Diamonds)
1229345,2020,13-09-2020,1,Northern Diamonds,Central Sparks,SL Kalis & RHM Hopkins,72,85,SL Kalis,47,RHM Hopkins,25,vs Central Sparks (13-09-2020),SL Kalis & RHM Hopkins (Northern Diamonds)
1229345,2020,13-09-2020,2,Central Sparks,Northern Diamonds,CAE Hill & P Davies,34,46,CAE Hill,23,P Davies,11,vs Northern Diamonds (13-09-2020),CAE Hill & P Davies (Central Sparks)
1229345,2020,13-09-2020,2,Central Sparks,Northern Diamonds,E Jones & GM Davies,1,2,E Jones,1,GM Davies,0,vs Northern Diamonds (13-09-2020),E Jones & GM Davies (Central Sparks)
1229345,2020,13-09-2020,2,Central Sparks,Northern Diamonds,Marie Kelly & E Jones,103,123,Marie Kelly,49,E Jones,54,vs Northern Diamonds (13-09-2020),Marie Kelly & E Jones (Central Sparks)
1229345,2020,13-09-2020,2,Central Sparks,Northern Diamonds,P Davies & E Jones,41,46,P Davies,19,E Jones,22,vs Northern Diamonds (13-09-2020),P Davies & E Jones (Central Sparks)
1229345,2020,13-09-2020,2,Central Sparks,Northern Diamonds,M Home & P Davies,1,1,M Home,0,P Davies,1,vs Northern Diamonds (13-09-2020),M Home & P Davies (Central Sparks)
1229346,2020,19-09-2020,1,South East Stars,Southern Vipers,A Capsey & C Brewer,76,77,A Capsey,29,C Brewer,47,vs Southern Vipers (19-09-2020),A Capsey & C Brewer (South East Stars)
1229346,2020,19-09-2020,1,South East Stars,Southern Vipers,A Cranstone & C Brewer,30,39,A Cranstone,11,C Brewer,19,vs Southern Vipers (19-09-2020),A Cranstone & C Brewer (South East Stars)
1229346,2020,19-09-2020,1,South East Stars,Southern Vipers,AN Davidson-Richards & PA Franklin,9,14,AN Davidson-Richards,4,PA Franklin,5,vs Southern Vipers (19-09-2020),AN Davidson-Richards & PA Franklin (South East Stars)
1229346,2020,19-09-2020,1,South East Stars,Southern Vipers,BF Smith & C Brewer,12,13,BF Smith,8,C Brewer,4,vs Southern Vipers (19-09-2020),BF Smith & C Brewer (South East Stars)
1229346,2020,19-09-2020,1,South East Stars,Southern Vipers,D Gregory & R Southby,0,0,D Gregory,0,R Southby,0,vs Southern Vipers (19-09-2020),D Gregory & R Southby (South East Stars)
1229346,2020,19-09-2020,1,South East Stars,Southern Vipers,HV Jones & PA Franklin,16,24,HV Jones,8,PA Franklin,8,vs Southern Vipers (19-09-2020),HV Jones & PA Franklin (South East Stars)
1229346,2020,19-09-2020,1,South East Stars,Southern Vipers,NE Farrant & PA Franklin,3,3,NE Farrant,1,PA Franklin,2,vs Southern Vipers (19-09-2020),NE Farrant & PA Franklin (South East Stars)
1229346,2020,19-09-2020,1,South East Stars,Southern Vipers,PA Franklin & C Brewer,16,16,PA Franklin,7,C Brewer,9,vs Southern Vipers (19-09-2020),PA Franklin & C Brewer (South East Stars)
1229346,2020,19-09-2020,1,South East Stars,Southern Vipers,PA Franklin & GJ Gibbs,0,0,PA Franklin,0,GJ Gibbs,0,vs Southern Vipers (19-09-2020),PA Franklin & GJ Gibbs (South East Stars)
1229346,2020,19-09-2020,1,South East Stars,Southern Vipers,GJ Gibbs & R Southby,38,41,GJ Gibbs,30,R Southby,8,vs Southern Vipers (19-09-2020),GJ Gibbs & R Southby (South East Stars)
1229346,2020,19-09-2020,2,Southern Vipers,South East Stars,ME Bouchier & CE Dean,0,0,ME Bouchier,0,CE Dean,0,vs South East Stars (19-09-2020),ME Bouchier & CE Dean (Southern Vipers)
1229346,2020,19-09-2020,2,Southern Vipers,South East Stars,CE Rudd & E Windsor,69,72,CE Rudd,35,E Windsor,34,vs South East Stars (19-09-2020),CE Rudd & E Windsor (Southern Vipers)
1229346,2020,19-09-2020,2,Southern Vipers,South East Stars,E Windsor & PJ Scholfield,2,2,E Windsor,1,PJ Scholfield,1,vs South East Stars (19-09-2020),E Windsor & PJ Scholfield (Southern Vipers)
1229346,2020,19-09-2020,2,Southern Vipers,South East Stars,GL Adams & EM McCaughan,36,52,GL Adams,25,EM McCaughan,11,vs South East Stars (19-09-2020),GL Adams & EM McCaughan (Southern Vipers)
1229346,2020,19-09-2020,2,Southern Vipers,South East Stars,ME Bouchier & GL Adams,26,26,ME Bouchier,10,GL Adams,16,vs South East Stars (19-09-2020),ME Bouchier & GL Adams (Southern Vipers)
1229346,2020,19-09-2020,2,Southern Vipers,South East Stars,PJ Scholfield & CE Dean,54,61,PJ Scholfield,30,CE Dean,24,vs South East Stars (19-09-2020),PJ Scholfield & CE Dean (Southern Vipers)
1229346,2020,19-09-2020,2,Southern Vipers,South East Stars,TG Norris & E Windsor,17,17,TG Norris,5,E Windsor,12,vs South East Stars (19-09-2020),TG Norris & E Windsor (Southern Vipers)
1229347,2020,19-09-2020,1,Thunder,Northern Diamonds,A Clarke & GEB Boyce,1,2,A Clarke,1,GEB Boyce,0,vs Northern Diamonds (19-09-2020),A Clarke & GEB Boyce (Thunder)
1229347,2020,19-09-2020,1,Thunder,Northern Diamonds,A Hartley & R Duckworth,0,0,A Hartley,0,R Duckworth,0,vs Northern Diamonds (19-09-2020),A Hartley & R Duckworth (Thunder)
1229347,2020,19-09-2020,1,Thunder,Northern Diamonds,R Duckworth & AE Dyson,8,9,R Duckworth,6,AE Dyson,2,vs Northern Diamonds (19-09-2020),R Duckworth & AE Dyson (Thunder)
1229347,2020,19-09-2020,1,Thunder,Northern Diamonds,DL Collins & GEB Boyce,0,0,DL Collins,0,GEB Boyce,0,vs Northern Diamonds (19-09-2020),DL Collins & GEB Boyce (Thunder)
1229347,2020,19-09-2020,1,Thunder,Northern Diamonds,E Threlkeld & GEB Boyce,21,23,E Threlkeld,13,GEB Boyce,8,vs Northern Diamonds (19-09-2020),E Threlkeld & GEB Boyce (Thunder)
1229347,2020,19-09-2020,1,Thunder,Northern Diamonds,HE Jones & R Duckworth,5,5,HE Jones,2,R Duckworth,3,vs Northern Diamonds (19-09-2020),HE Jones & R Duckworth (Thunder)
1229347,2020,19-09-2020,1,Thunder,Northern Diamonds,L Heap & R Duckworth,21,29,L Heap,12,R Duckworth,9,vs Northern Diamonds (19-09-2020),L Heap & R Duckworth (Thunder)
1229347,2020,19-09-2020,1,Thunder,Northern Diamonds,L Marshall & GEB Boyce,4,6,L Marshall,0,GEB Boyce,4,vs Northern Diamonds (19-09-2020),L Marshall & GEB Boyce (Thunder)
1229347,2020,19-09-2020,1,Thunder,Northern Diamonds,N Brown & GEB Boyce,49,60,N Brown,32,GEB Boyce,17,vs Northern Diamonds (19-09-2020),N Brown & GEB Boyce (Thunder)
1229347,2020,19-09-2020,1,Thunder,Northern Diamonds,R Duckworth & DL Collins,3,9,R Duckworth,1,DL Collins,2,vs Northern Diamonds (19-09-2020),R Duckworth & DL Collins (Thunder)
1229347,2020,19-09-2020,2,Northern Diamonds,Thunder,A Campbell & SL Kalis,23,26,A Campbell,8,SL Kalis,15,vs Thunder (19-09-2020),A Campbell & SL Kalis (Northern Diamonds)
1229347,2020,19-09-2020,2,Northern Diamonds,Thunder,SL Kalis & AL MacDonald,1,2,SL Kalis,0,AL MacDonald,1,vs Thunder (19-09-2020),SL Kalis & AL MacDonald (Northern Diamonds)
1229347,2020,19-09-2020,2,Northern Diamonds,Thunder,HJ Armitage & RHM Hopkins,22,25,HJ Armitage,20,RHM Hopkins,2,vs Thunder (19-09-2020),HJ Armitage & RHM Hopkins (Northern Diamonds)
1229347,2020,19-09-2020,2,Northern Diamonds,Thunder,SL Kalis & HJ Armitage,34,37,SL Kalis,18,HJ Armitage,16,vs Thunder (19-09-2020),SL Kalis & HJ Armitage (Northern Diamonds)
1229347,2020,19-09-2020,2,Northern Diamonds,Thunder,JL Gunn & SL Kalis,48,54,JL Gunn,26,SL Kalis,22,vs Thunder (19-09-2020),JL Gunn & SL Kalis (Northern Diamonds)
1229348,2020,19-09-2020,1,Lightning,Central Sparks,AJ Freeborn & SJ Bryce,63,69,AJ Freeborn,40,SJ Bryce,23,vs Central Sparks (19-09-2020),AJ Freeborn & SJ Bryce (Lightning)
1229348,2020,19-09-2020,1,Lightning,Central Sparks,KE Bryce & SJ Bryce,25,25,KE Bryce,14,SJ Bryce,11,vs Central Sparks (19-09-2020),KE Bryce & SJ Bryce (Lightning)
1229348,2020,19-09-2020,1,Lightning,Central Sparks,LF Higham & SJ Bryce,6,9,LF Higham,3,SJ Bryce,3,vs Central Sparks (19-09-2020),LF Higham & SJ Bryce (Lightning)
1229348,2020,19-09-2020,1,Lightning,Central Sparks,SJ Bryce & B Ellis,60,61,SJ Bryce,35,B Ellis,25,vs Central Sparks (19-09-2020),SJ Bryce & B Ellis (Lightning)
1229348,2020,19-09-2020,1,Lightning,Central Sparks,SJ Bryce & N Harman,12,12,SJ Bryce,12,N Harman,0,vs Central Sparks (19-09-2020),SJ Bryce & N Harman (Lightning)
1229348,2020,19-09-2020,1,Lightning,Central Sparks,T Graves & SJ Bryce,117,127,T Graves,65,SJ Bryce,52,vs Central Sparks (19-09-2020),T Graves & SJ Bryce (Lightning)
1229348,2020,19-09-2020,2,Central Sparks,Lightning,Anisha Patel & E Jones,3,3,Anisha Patel,1,E Jones,2,vs Lightning (19-09-2020),Anisha Patel & E Jones (Central Sparks)
1229348,2020,19-09-2020,2,Central Sparks,Lightning,CK Boycott & E Jones,19,19,CK Boycott,5,E Jones,14,vs Lightning (19-09-2020),CK Boycott & E Jones (Central Sparks)
1229348,2020,19-09-2020,2,Central Sparks,Lightning,E Jones & CAE Hill,12,15,E Jones,7,CAE Hill,5,vs Lightning (19-09-2020),E Jones & CAE Hill (Central Sparks)
1229348,2020,19-09-2020,2,Central Sparks,Lightning,E Jones & EA Russell,2,3,E Jones,1,EA Russell,1,vs Lightning (19-09-2020),E Jones & EA Russell (Central Sparks)
1229348,2020,19-09-2020,2,Central Sparks,Lightning,E Jones & GM Davies,94,104,E Jones,46,GM Davies,48,vs Lightning (19-09-2020),E Jones & GM Davies (Central Sparks)
1229348,2020,19-09-2020,2,Central Sparks,Lightning,E Jones & HL Baker,9,10,E Jones,4,HL Baker,5,vs Lightning (19-09-2020),E Jones & HL Baker (Central Sparks)
1229348,2020,19-09-2020,2,Central Sparks,Lightning,EL Arlott & E Jones,0,0,EL Arlott,0,E Jones,0,vs Lightning (19-09-2020),EL Arlott & E Jones (Central Sparks)
1229348,2020,19-09-2020,2,Central Sparks,Lightning,IECM Wong & E Jones,3,4,IECM Wong,2,E Jones,1,vs Lightning (19-09-2020),IECM Wong & E Jones (Central Sparks)
1229348,2020,19-09-2020,2,Central Sparks,Lightning,Marie Kelly & E Jones,66,72,Marie Kelly,37,E Jones,29,vs Lightning (19-09-2020),Marie Kelly & E Jones (Central Sparks)
1229348,2020,19-09-2020,2,Central Sparks,Lightning,P Davies & E Jones,17,18,P Davies,6,E Jones,11,vs Lightning (19-09-2020),P Davies & E Jones (Central Sparks)
1229349,2020,19-09-2020,1,Western Storm,Sunrisers,A Griffiths & GM Hennessy,146,155,A Griffiths,80,GM Hennessy,66,vs Sunrisers (19-09-2020),A Griffiths & GM Hennessy (Western Storm)
1229349,2020,19-09-2020,1,Western Storm,Sunrisers,DR Gibson & EM Edgcombe,15,15,DR Gibson,14,EM Edgcombe,1,vs Sunrisers (19-09-2020),DR Gibson & EM Edgcombe (Western Storm)
1229349,2020,19-09-2020,1,Western Storm,Sunrisers,DR Gibson & GM Hennessy,49,49,DR Gibson,19,GM Hennessy,30,vs Sunrisers (19-09-2020),DR Gibson & GM Hennessy (Western Storm)
1229349,2020,19-09-2020,1,Western Storm,Sunrisers,FMK Morris & LA Parfitt,37,41,FMK Morris,27,LA Parfitt,10,vs Sunrisers (19-09-2020),FMK Morris & LA Parfitt (Western Storm)
1229349,2020,19-09-2020,1,Western Storm,Sunrisers,GM Hennessy & SN Luff,0,0,GM Hennessy,0,SN Luff,0,vs Sunrisers (19-09-2020),GM Hennessy & SN Luff (Western Storm)
1229349,2020,19-09-2020,1,Western Storm,Sunrisers,NAJ Wraith & GM Hennessy,21,24,NAJ Wraith,12,GM Hennessy,9,vs Sunrisers (19-09-2020),NAJ Wraith & GM Hennessy (Western Storm)
1229349,2020,19-09-2020,1,Western Storm,Sunrisers,SN Luff & FMK Morris,3,4,SN Luff,3,FMK Morris,0,vs Sunrisers (19-09-2020),SN Luff & FMK Morris (Western Storm)
1229349,2020,19-09-2020,2,Sunrisers,Western Storm,AD Carr & AJ Macleod,8,11,AD Carr,7,AJ Macleod,1,vs Western Storm (19-09-2020),AD Carr & AJ Macleod (Sunrisers)
1229349,2020,19-09-2020,2,Sunrisers,Western Storm,AJ Macleod & M Rogers,15,17,AJ Macleod,12,M Rogers,3,vs Western Storm (19-09-2020),AJ Macleod & M Rogers (Sunrisers)
1229349,2020,19-09-2020,2,Sunrisers,Western Storm,AJ Macleod & CL Griffith,50,55,AJ Macleod,9,CL Griffith,41,vs Western Storm (19-09-2020),AJ Macleod & CL Griffith (Sunrisers)
1229349,2020,19-09-2020,2,Sunrisers,Western Storm,G Scrivens & J Gardner,67,69,G Scrivens,41,J Gardner,26,vs Western Storm (19-09-2020),G Scrivens & J Gardner (Sunrisers)
1229349,2020,19-09-2020,2,Sunrisers,Western Storm,G Scrivens & KJ Wolfe,0,0,G Scrivens,0,KJ Wolfe,0,vs Western Storm (19-09-2020),G Scrivens & KJ Wolfe (Sunrisers)
1229349,2020,19-09-2020,2,Sunrisers,Western Storm,G Scrivens & Sonali Patel,5,5,G Scrivens,5,Sonali Patel,0,vs Western Storm (19-09-2020),G Scrivens & Sonali Patel (Sunrisers)
1229349,2020,19-09-2020,2,Sunrisers,Western Storm,KS Castle & J Gardner,23,26,KS Castle,17,J Gardner,6,vs Western Storm (19-09-2020),KS Castle & J Gardner (Sunrisers)
1229349,2020,19-09-2020,2,Sunrisers,Western Storm,KL Midwood & G Scrivens,38,39,KL Midwood,12,G Scrivens,26,vs Western Storm (19-09-2020),KL Midwood & G Scrivens (Sunrisers)
1229349,2020,19-09-2020,2,Sunrisers,Western Storm,KS Castle & M Rogers,10,12,KS Castle,3,M Rogers,7,vs Western Storm (19-09-2020),KS Castle & M Rogers (Sunrisers)
1229349,2020,19-09-2020,2,Sunrisers,Western Storm,ND Dattani & AJ Macleod,7,7,ND Dattani,1,AJ Macleod,6,vs Western Storm (19-09-2020),ND Dattani & AJ Macleod (Sunrisers)
1229350,2020,27-09-2020,1,Southern Vipers,Northern Diamonds,GL Adams & CE Dean,5,5,GL Adams,3,CE Dean,2,vs Northern Diamonds (27-09-2020),GL Adams & CE Dean (Southern Vipers)
1229350,2020,27-09-2020,1,Southern Vipers,Northern Diamonds,CM Taylor & LK Bell,7,11,CM Taylor,1,LK Bell,6,vs Northern Diamonds (27-09-2020),CM Taylor & LK Bell (Southern Vipers)
1229350,2020,27-09-2020,1,Southern Vipers,Northern Diamonds,E Windsor & AZ Monaghan,3,3,E Windsor,2,AZ Monaghan,1,vs Northern Diamonds (27-09-2020),E Windsor & AZ Monaghan (Southern Vipers)
1229350,2020,27-09-2020,1,Southern Vipers,Northern Diamonds,CE Rudd & E Windsor,7,7,CE Rudd,1,E Windsor,6,vs Northern Diamonds (27-09-2020),CE Rudd & E Windsor (Southern Vipers)
1229350,2020,27-09-2020,1,Southern Vipers,Northern Diamonds,E Windsor & CM Taylor,22,29,E Windsor,16,CM Taylor,6,vs Northern Diamonds (27-09-2020),E Windsor & CM Taylor (Southern Vipers)
1229350,2020,27-09-2020,1,Southern Vipers,Northern Diamonds,E Windsor & GL Adams,6,7,E Windsor,2,GL Adams,4,vs Northern Diamonds (27-09-2020),E Windsor & GL Adams (Southern Vipers)
1229350,2020,27-09-2020,1,Southern Vipers,Northern Diamonds,GL Adams & EM McCaughan,92,100,GL Adams,57,EM McCaughan,35,vs Northern Diamonds (27-09-2020),GL Adams & EM McCaughan (Southern Vipers)
1229350,2020,27-09-2020,1,Southern Vipers,Northern Diamonds,ME Bouchier & GL Adams,44,50,ME Bouchier,28,GL Adams,16,vs Northern Diamonds (27-09-2020),ME Bouchier & GL Adams (Southern Vipers)
1229350,2020,27-09-2020,1,Southern Vipers,Northern Diamonds,GL Adams & PJ Scholfield,3,3,GL Adams,0,PJ Scholfield,3,vs Northern Diamonds (27-09-2020),GL Adams & PJ Scholfield (Southern Vipers)
1229350,2020,27-09-2020,1,Southern Vipers,Northern Diamonds,TG Norris & E Windsor,16,16,TG Norris,5,E Windsor,11,vs Northern Diamonds (27-09-2020),TG Norris & E Windsor (Southern Vipers)
1229350,2020,27-09-2020,2,Northern Diamonds,Southern Vipers,A Campbell & SL Kalis,0,4,A Campbell,0,SL Kalis,0,vs Southern Vipers (27-09-2020),A Campbell & SL Kalis (Northern Diamonds)
1229350,2020,27-09-2020,2,Northern Diamonds,Southern Vipers,BAM Heath & SL Kalis,2,2,BAM Heath,0,SL Kalis,2,vs Southern Vipers (27-09-2020),BAM Heath & SL Kalis (Northern Diamonds)
1229350,2020,27-09-2020,2,Northern Diamonds,Southern Vipers,JL Gunn & SL Kalis,14,15,JL Gunn,9,SL Kalis,5,vs Southern Vipers (27-09-2020),JL Gunn & SL Kalis (Northern Diamonds)
1229350,2020,27-09-2020,2,Northern Diamonds,Southern Vipers,KA Levick & PC Graham,19,21,KA Levick,8,PC Graham,11,vs Southern Vipers (27-09-2020),KA Levick & PC Graham (Northern Diamonds)
1229350,2020,27-09-2020,2,Northern Diamonds,Southern Vipers,L Winfield & HJ Armitage,28,36,L Winfield,20,HJ Armitage,8,vs Southern Vipers (27-09-2020),L Winfield & HJ Armitage (Northern Diamonds)
1229350,2020,27-09-2020,2,Northern Diamonds,Southern Vipers,PC Graham & SL Kalis,13,13,PC Graham,5,SL Kalis,8,vs Southern Vipers (27-09-2020),PC Graham & SL Kalis (Northern Diamonds)
1229350,2020,27-09-2020,2,Northern Diamonds,Southern Vipers,SL Kalis & AL MacDonald,0,1,SL Kalis,0,AL MacDonald,0,vs Southern Vipers (27-09-2020),SL Kalis & AL MacDonald (Northern Diamonds)
1229350,2020,27-09-2020,2,Northern Diamonds,Southern Vipers,BA Langston & SL Kalis,43,49,BA Langston,21,SL Kalis,22,vs Southern Vipers (27-09-2020),BA Langston & SL Kalis (Northern Diamonds)
1229350,2020,27-09-2020,2,Northern Diamonds,Southern Vipers,SL Kalis & HJ Armitage,31,38,SL Kalis,13,HJ Armitage,18,vs Southern Vipers (27-09-2020),SL Kalis & HJ Armitage (Northern Diamonds)
1229350,2020,27-09-2020,2,Northern Diamonds,Southern Vipers,SL Kalis & LCN Smith,12,14,SL Kalis,5,LCN Smith,7,vs Southern Vipers (27-09-2020),SL Kalis & LCN Smith (Northern Diamonds)
1252264,2021,29-05-2021,1,Northern Diamonds,Central Sparks,A Campbell & KH Brunt,4,4,A Campbell,4,KH Brunt,0,vs Central Sparks (29-05-2021),A Campbell & KH Brunt (Northern Diamonds)
1252264,2021,29-05-2021,1,Northern Diamonds,Central Sparks,JL Gunn & AL MacDonald,15,15,JL Gunn,2,AL MacDonald,13,vs Central Sparks (29-05-2021),JL Gunn & AL MacDonald (Northern Diamonds)
1252264,2021,29-05-2021,1,Northern Diamonds,Central Sparks,JL Gunn & BA Langston,20,20,JL Gunn,7,BA Langston,13,vs Central Sparks (29-05-2021),JL Gunn & BA Langston (Northern Diamonds)
1252264,2021,29-05-2021,1,Northern Diamonds,Central Sparks,KA Levick & LCN Smith,0,1,KA Levick,0,LCN Smith,0,vs Central Sparks (29-05-2021),KA Levick & LCN Smith (Northern Diamonds)
1252264,2021,29-05-2021,1,Northern Diamonds,Central Sparks,KH Brunt & JL Gunn,29,31,KH Brunt,21,JL Gunn,8,vs Central Sparks (29-05-2021),KH Brunt & JL Gunn (Northern Diamonds)
1252264,2021,29-05-2021,1,Northern Diamonds,Central Sparks,KH Brunt & L Winfield,56,57,KH Brunt,22,L Winfield,34,vs Central Sparks (29-05-2021),KH Brunt & L Winfield (Northern Diamonds)
1252264,2021,29-05-2021,1,Northern Diamonds,Central Sparks,L Winfield & HJ Armitage,19,20,L Winfield,6,HJ Armitage,13,vs Central Sparks (29-05-2021),L Winfield & HJ Armitage (Northern Diamonds)
1252264,2021,29-05-2021,1,Northern Diamonds,Central Sparks,LCN Smith & BA Langston,1,1,LCN Smith,1,BA Langston,0,vs Central Sparks (29-05-2021),LCN Smith & BA Langston (Northern Diamonds)
1252264,2021,29-05-2021,1,Northern Diamonds,Central Sparks,NR Sciver & L Winfield,16,18,NR Sciver,7,L Winfield,9,vs Central Sparks (29-05-2021),NR Sciver & L Winfield (Northern Diamonds)
1252264,2021,29-05-2021,1,Northern Diamonds,Central Sparks,SL Kalis & L Winfield,97,112,SL Kalis,36,L Winfield,61,vs Central Sparks (29-05-2021),SL Kalis & L Winfield (Northern Diamonds)
1252264,2021,29-05-2021,2,Central Sparks,Northern Diamonds,AE Jones & M Home,13,13,AE Jones,12,M Home,1,vs Northern Diamonds (29-05-2021),AE Jones & M Home (Central Sparks)
1252264,2021,29-05-2021,2,Central Sparks,Northern Diamonds,AE Jones & Marie Kelly,102,103,AE Jones,71,Marie Kelly,31,vs Northern Diamonds (29-05-2021),AE Jones & Marie Kelly (Central Sparks)
1252264,2021,29-05-2021,2,Central Sparks,Northern Diamonds,AE Jones & S Glenn,28,30,AE Jones,22,S Glenn,6,vs Northern Diamonds (29-05-2021),AE Jones & S Glenn (Central Sparks)
1252264,2021,29-05-2021,2,Central Sparks,Northern Diamonds,E Jones & GM Davies,0,6,E Jones,0,GM Davies,0,vs Northern Diamonds (29-05-2021),E Jones & GM Davies (Central Sparks)
1252264,2021,29-05-2021,2,Central Sparks,Northern Diamonds,EL Arlott & S Glenn,74,87,EL Arlott,24,S Glenn,50,vs Northern Diamonds (29-05-2021),EL Arlott & S Glenn (Central Sparks)
1252264,2021,29-05-2021,2,Central Sparks,Northern Diamonds,Marie Kelly & E Jones,0,0,Marie Kelly,0,E Jones,0,vs Northern Diamonds (29-05-2021),Marie Kelly & E Jones (Central Sparks)
1252264,2021,29-05-2021,2,Central Sparks,Northern Diamonds,S Butler & AE Jones,12,12,S Butler,3,AE Jones,9,vs Northern Diamonds (29-05-2021),S Butler & AE Jones (Central Sparks)
1252264,2021,29-05-2021,2,Central Sparks,Northern Diamonds,S Glenn & IECM Wong,2,2,S Glenn,2,IECM Wong,0,vs Northern Diamonds (29-05-2021),S Glenn & IECM Wong (Central Sparks)
1252264,2021,29-05-2021,2,Central Sparks,Northern Diamonds,S Glenn & RA Fackrell,22,30,S Glenn,13,RA Fackrell,9,vs Northern Diamonds (29-05-2021),S Glenn & RA Fackrell (Central Sparks)
1252265,2021,29-05-2021,1,Thunder,Western Storm,DL Collins & KL Cross,8,8,DL Collins,4,KL Cross,4,vs Western Storm (29-05-2021),DL Collins & KL Cross (Thunder)
1252265,2021,29-05-2021,1,Thunder,Western Storm,E Threlkeld & EL Lamb,6,8,E Threlkeld,0,EL Lamb,6,vs Western Storm (29-05-2021),E Threlkeld & EL Lamb (Thunder)
