match_id,season,start_date,innings,batting_team,bowling_team,partnership,runs_off_bat,net_runs,batter1,batter1_runs,batter2,batter2_runs,message,partner_labels
1229336,2020,05-09-2020,1,Lightning,Northern Diamonds,LF Higham & T Graves,4,5,LF Higham,2,T Graves,2,vs Northern Diamonds (05-09-2020),LF Higham & T Graves (Lightning)
1229336,2020,05-09-2020,1,Lightning,Northern Diamonds,LG Kellogg & G Ballinger,1,2,LG Kellogg,0,G Ballinger,1,vs Northern Diamonds (05-09-2020),LG Kellogg & G Ballinger (Lightning)
1229336,2020,05-09-2020,1,Lightning,Northern Diamonds,LG Kellogg & S Pai,0,0,LG Kellogg,0,S Pai,0,vs Northern Diamonds (05-09-2020),LG Kellogg & S Pai (Lightning)
1229336,2020,05-09-2020,1,Lightning,Northern Diamonds,N Harman & T Graves,51,58,N Harman,21,T Graves,30,vs Northern Diamonds (05-09-2020),N Harman & T Graves (Lightning)
1229336,2020,05-09-2020,1,Lightning,Northern Diamonds,S Pai & T Graves,14,18,S Pai,9,T Graves,5,vs Northern Diamonds (05-09-2020),S Pai & T Graves (Lightning)
1229336,2020,05-09-2020,1,Lightning,Northern Diamonds,SJ Bryce & B Ellis,40,51,SJ Bryce,19,B Ellis,21,vs Northern Diamonds (05-09-2020),SJ Bryce & B Ellis (Lightning)
1229336,2020,05-09-2020,2,Northern Diamonds,Lightning,A Campbell & HJ Armitage,48,55,A Campbell,22,HJ Armitage,26,vs Lightning (05-09-2020),A Campbell & HJ Armitage (Northern Diamonds)
1229336,2020,05-09-2020,2,Northern Diamonds,Lightning,BAM Heath & A Campbell,10,10,BAM Heath,0,A Campbell,10,vs Lightning (05-09-2020),BAM Heath & A Campbell (Northern Diamonds)
1229336,2020,05-09-2020,2,Northern Diamonds,Lightning,BAM Heath & AL MacDonald,6,6,BAM Heath,5,AL MacDonald,1,vs Lightning (05-09-2020),BAM Heath & AL MacDonald (Northern Diamonds)
1229336,2020,05-09-2020,2,Northern Diamonds,Lightning,HJ Armitage & RHM Hopkins,4,6,HJ Armitage,3,RHM Hopkins,1,vs Lightning (05-09-2020),HJ Armitage & RHM Hopkins (Northern Diamonds)
1229336,2020,05-09-2020,2,Northern Diamonds,Lightning,JL Gunn & BA Langston,72,81,JL Gunn,35,BA Langston,37,vs Lightning (05-09-2020),JL Gunn & BA Langston (Northern Diamonds)
1229336,2020,05-09-2020,2,Northern Diamonds,Lightning,JL Gunn & BAM Heath,13,13,JL Gunn,7,BAM Heath,6,vs Lightning (05-09-2020),JL Gunn & BAM Heath (Northern Diamonds)
1229336,2020,05-09-2020,2,Northern Diamonds,Lightning,L Tipton & A Campbell,25,28,L Tipton,14,A Campbell,11,vs Lightning (05-09-2020),L Tipton & A Campbell (Northern Diamonds)
1229336,2020,05-09-2020,2,Northern Diamonds,Lightning,PC Graham & JL Gunn,23,29,PC Graham,15,JL Gunn,8,vs Lightning (05-09-2020),PC Graham & JL Gunn (Northern Diamonds)
1229336,2020,05-09-2020,2,Northern Diamonds,Lightning,SL Kalis & HJ Armitage,1,1,SL Kalis,0,HJ Armitage,1,vs Lightning (05-09-2020),SL Kalis & HJ Armitage (Northern Diamonds)
1229337,2020,05-09-2020,1,Southern Vipers,South East Stars,AZ Monaghan & TG Norris,1,1,AZ Monaghan,1,TG Norris,0,vs South East Stars (05-09-2020),AZ Monaghan & TG Norris (Southern Vipers)
1229337,2020,05-09-2020,1,Southern Vipers,South East Stars,CE Dean & CE Rudd,30,31,CE Dean,12,CE Rudd,18,vs South East Stars (05-09-2020),CE Dean & CE Rudd (Southern Vipers)
1229337,2020,05-09-2020,1,Southern Vipers,South East Stars,PJ Scholfield & CE Dean,22,23,PJ Scholfield,13,CE Dean,9,vs South East Stars (05-09-2020),PJ Scholfield & CE Dean (Southern Vipers)
1229337,2020,05-09-2020,1,Southern Vipers,South East Stars,CM Taylor & AZ Monaghan,1,1,CM Taylor,1,AZ Monaghan,0,vs South East Stars (05-09-2020),CM Taylor & AZ Monaghan (Southern Vipers)
1229337,2020,05-09-2020,1,Southern Vipers,South East Stars,ER Chandler & AZ Monaghan,6,8,ER Chandler,5,AZ Monaghan,1,vs South East Stars (05-09-2020),ER Chandler & AZ Monaghan (Southern Vipers)
1229337,2020,05-09-2020,1,Southern Vipers,South East Stars,GL Adams & EM McCaughan,81,84,GL Adams,44,EM McCaughan,37,vs South East Stars (05-09-2020),GL Adams & EM McCaughan (Southern Vipers)
1229337,2020,05-09-2020,1,Southern Vipers,South East Stars,ME Bouchier & CE Dean,15,15,ME Bouchier,8,CE Dean,7,vs South East Stars (05-09-2020),ME Bouchier & CE Dean (Southern Vipers)
1229337,2020,05-09-2020,1,Southern Vipers,South East Stars,ME Bouchier & EM McCaughan,33,35,ME Bouchier,20,EM McCaughan,13,vs South East Stars (05-09-2020),ME Bouchier & EM McCaughan (Southern Vipers)
1229337,2020,05-09-2020,1,Southern Vipers,South East Stars,TG Norris & CE Rudd,10,11,TG Norris,7,CE Rudd,3,vs South East Stars (05-09-2020),TG Norris & CE Rudd (Southern Vipers)
1229337,2020,05-09-2020,2,South East Stars,Southern Vipers,A Capsey & A Cranstone,12,15,A Capsey,6,A Cranstone,6,vs Southern Vipers (05-09-2020),A Capsey & A Cranstone (South East Stars)
1229337,2020,05-09-2020,2,South East Stars,Southern Vipers,E Gray & HV Jones,14,14,E Gray,3,HV Jones,11,vs Southern Vipers (05-09-2020),E Gray & HV Jones (South East Stars)
1229337,2020,05-09-2020,2,South East Stars,Southern Vipers,HV Jones & A Cranstone,1,2,HV Jones,1,A Cranstone,0,vs Southern Vipers (05-09-2020),HV Jones & A Cranstone (South East Stars)
1229337,2020,05-09-2020,2,South East Stars,Southern Vipers,HV Jones & AG Gordon,6,8,HV Jones,5,AG Gordon,1,vs Southern Vipers (05-09-2020),HV Jones & AG Gordon (South East Stars)
1229337,2020,05-09-2020,2,South East Stars,Southern Vipers,HV Jones & NE Farrant,3,3,HV Jones,2,NE Farrant,1,vs Southern Vipers (05-09-2020),HV Jones & NE Farrant (South East Stars)
1229337,2020,05-09-2020,2,South East Stars,Southern Vipers,KE White & A Capsey,16,16,KE White,10,A Capsey,6,vs Southern Vipers (05-09-2020),KE White & A Capsey (South East Stars)
1229337,2020,05-09-2020,2,South East Stars,Southern Vipers,M Blythin & A Cranstone,28,30,M Blythin,6,A Cranstone,22,vs Southern Vipers (05-09-2020),M Blythin & A Cranstone (South East Stars)
1229337,2020,05-09-2020,2,South East Stars,Southern Vipers,MS Belt & AG Gordon,1,4,MS Belt,0,AG Gordon,1,vs Southern Vipers (05-09-2020),MS Belt & AG Gordon (South East Stars)
1229337,2020,05-09-2020,2,South East Stars,Southern Vipers,R Southby & HV Jones,5,5,R Southby,5,HV Jones,0,vs Southern Vipers (05-09-2020),R Southby & HV Jones (South East Stars)
1229337,2020,05-09-2020,2,South East Stars,Southern Vipers,SE Rowe & A Cranstone,1,1,SE Rowe,1,A Cranstone,0,vs Southern Vipers (05-09-2020),SE Rowe & A Cranstone (South East Stars)
1229338,2020,10-09-2020,1,Northern Diamonds,Thunder,A Campbell & RHM Hopkins,18,19,A Campbell,15,RHM Hopkins,3,vs Thunder (10-09-2020),A Campbell & RHM Hopkins (Northern Diamonds)
1229338,2020,10-09-2020,1,Northern Diamonds,Thunder,AL MacDonald & BA Langston,11,12,AL MacDonald,10,BA Langston,1,vs Thunder (10-09-2020),AL MacDonald & BA Langston (Northern Diamonds)
1229338,2020,10-09-2020,1,Northern Diamonds,Thunder,AL MacDonald & RHM Hopkins,9,12,AL MacDonald,4,RHM Hopkins,5,vs Thunder (10-09-2020),AL MacDonald & RHM Hopkins (Northern Diamonds)
1229338,2020,10-09-2020,1,Northern Diamonds,Thunder,BAM Heath & AL MacDonald,38,39,BAM Heath,23,AL MacDonald,15,vs Thunder (10-09-2020),BAM Heath & AL MacDonald (Northern Diamonds)
1229338,2020,10-09-2020,1,Northern Diamonds,Thunder,HJ Armitage & RHM Hopkins,18,26,HJ Armitage,10,RHM Hopkins,8,vs Thunder (10-09-2020),HJ Armitage & RHM Hopkins (Northern Diamonds)
1229338,2020,10-09-2020,1,Northern Diamonds,Thunder,HL Fenby & PC Graham,21,22,HL Fenby,6,PC Graham,15,vs Thunder (10-09-2020),HL Fenby & PC Graham (Northern Diamonds)
1229338,2020,10-09-2020,1,Northern Diamonds,Thunder,JL Gunn & AL MacDonald,66,67,JL Gunn,29,AL MacDonald,37,vs Thunder (10-09-2020),JL Gunn & AL MacDonald (Northern Diamonds)
1229338,2020,10-09-2020,1,Northern Diamonds,Thunder,PC Graham & AL MacDonald,40,51,PC Graham,14,AL MacDonald,26,vs Thunder (10-09-2020),PC Graham & AL MacDonald (Northern Diamonds)
1229338,2020,10-09-2020,1,Northern Diamonds,Thunder,SL Kalis & RHM Hopkins,0,0,SL Kalis,0,RHM Hopkins,0,vs Thunder (10-09-2020),SL Kalis & RHM Hopkins (Northern Diamonds)
1229338,2020,10-09-2020,2,Thunder,Northern Diamonds,A Hartley & AE Dyson,36,48,A Hartley,14,AE Dyson,22,vs Northern Diamonds (10-09-2020),A Hartley & AE Dyson (Thunder)
1229338,2020,10-09-2020,2,Thunder,Northern Diamonds,AE Dyson & L Jackson,0,0,AE Dyson,0,L Jackson,0,vs Northern Diamonds (10-09-2020),AE Dyson & L Jackson (Thunder)
1229338,2020,10-09-2020,2,Thunder,Northern Diamonds,DL Collins & L Jackson,25,28,DL Collins,18,L Jackson,7,vs Northern Diamonds (10-09-2020),DL Collins & L Jackson (Thunder)
1229338,2020,10-09-2020,2,Thunder,Northern Diamonds,E Threlkeld & L Jackson,19,28,E Threlkeld,16,L Jackson,3,vs Northern Diamonds (10-09-2020),E Threlkeld & L Jackson (Thunder)
1229338,2020,10-09-2020,2,Thunder,Northern Diamonds,L Heap & AE Dyson,18,21,L Heap,15,AE Dyson,3,vs Northern Diamonds (10-09-2020),L Heap & AE Dyson (Thunder)
1229338,2020,10-09-2020,2,Thunder,Northern Diamonds,L Jackson & L Marshall,17,26,L Jackson,2,L Marshall,15,vs Northern Diamonds (10-09-2020),L Jackson & L Marshall (Thunder)
1229338,2020,10-09-2020,2,Thunder,Northern Diamonds,L Marshall & GEB Boyce,5,6,L Marshall,5,GEB Boyce,0,vs Northern Diamonds (10-09-2020),L Marshall & GEB Boyce (Thunder)
1229338,2020,10-09-2020,2,Thunder,Northern Diamonds,N Brown & L Jackson,8,9,N Brown,5,L Jackson,3,vs Northern Diamonds (10-09-2020),N Brown & L Jackson (Thunder)
1229338,2020,10-09-2020,2,Thunder,Northern Diamonds,R Duckworth & L Jackson,9,9,R Duckworth,2,L Jackson,7,vs Northern Diamonds (10-09-2020),R Duckworth & L Jackson (Thunder)
1229339,2020,11-09-2020,1,South East Stars,Western Storm,A Cranstone & KE White,32,45,A Cranstone,17,KE White,15,vs Western Storm (11-09-2020),A Cranstone & KE White (South East Stars)
1229339,2020,11-09-2020,1,South East Stars,Western Storm,GJ Gibbs & R Southby,11,11,GJ Gibbs,5,R Southby,6,vs Western Storm (11-09-2020),GJ Gibbs & R Southby (South East Stars)
1229339,2020,11-09-2020,1,South East Stars,Western Storm,HV Jones & M Blythin,37,40,HV Jones,28,M Blythin,9,vs Western Storm (11-09-2020),HV Jones & M Blythin (South East Stars)
1229339,2020,11-09-2020,1,South East Stars,Western Storm,KE White & A Capsey,8,17,KE White,5,A Capsey,3,vs Western Storm (11-09-2020),KE White & A Capsey (South East Stars)
1229339,2020,11-09-2020,1,South East Stars,Western Storm,M Blythin & AG Gordon,1,1,M Blythin,1,AG Gordon,0,vs Western Storm (11-09-2020),M Blythin & AG Gordon (South East Stars)
1229339,2020,11-09-2020,1,South East Stars,Western Storm,M Blythin & E Gray,2,2,M Blythin,1,E Gray,1,vs Western Storm (11-09-2020),M Blythin & E Gray (South East Stars)
1229339,2020,11-09-2020,1,South East Stars,Western Storm,M Blythin & KE White,49,50,M Blythin,19,KE White,30,vs Western Storm (11-09-2020),M Blythin & KE White (South East Stars)
1229339,2020,11-09-2020,1,South East Stars,Western Storm,M Blythin & R Southby,3,3,M Blythin,2,R Southby,1,vs Western Storm (11-09-2020),M Blythin & R Southby (South East Stars)
1229339,2020,11-09-2020,1,South East Stars,Western Storm,NE Farrant & M Blythin,28,34,NE Farrant,10,M Blythin,18,vs Western Storm (11-09-2020),NE Farrant & M Blythin (South East Stars)
1229339,2020,11-09-2020,1,South East Stars,Western Storm,R Southby & MS Belt,8,9,R Southby,3,MS Belt,5,vs Western Storm (11-09-2020),R Southby & MS Belt (South East Stars)
1229339,2020,11-09-2020,2,Western Storm,South East Stars,FMK Morris & LA Parfitt,0,0,FMK Morris,0,LA Parfitt,0,vs South East Stars (11-09-2020),FMK Morris & LA Parfitt (Western Storm)
1229339,2020,11-09-2020,2,Western Storm,South East Stars,SN Luff & NAJ Wraith,4,4,SN Luff,4,NAJ Wraith,0,vs South East Stars (11-09-2020),SN Luff & NAJ Wraith (Western Storm)
1229339,2020,11-09-2020,2,Western Storm,South East Stars,GM Hennessy & SN Luff,161,162,GM Hennessy,86,SN Luff,75,vs South East Stars (11-09-2020),GM Hennessy & SN Luff (Western Storm)
1229339,2020,11-09-2020,2,Western Storm,South East Stars,SN Luff & LA Parfitt,43,49,SN Luff,25,LA Parfitt,18,vs South East Stars (11-09-2020),SN Luff & LA Parfitt (Western Storm)
1229340,2020,11-09-2020,1,Southern Vipers,Sunrisers,AZ Monaghan & CE Rudd,24,26,AZ Monaghan,5,CE Rudd,19,vs Sunrisers (11-09-2020),AZ Monaghan & CE Rudd (Southern Vipers)
1229340,2020,11-09-2020,1,Southern Vipers,Sunrisers,GL Adams & CE Dean,62,64,GL Adams,23,CE Dean,39,vs Sunrisers (11-09-2020),GL Adams & CE Dean (Southern Vipers)
1229340,2020,11-09-2020,1,Southern Vipers,Sunrisers,CE Rudd & GL Adams,1,1,CE Rudd,0,GL Adams,1,vs Sunrisers (11-09-2020),CE Rudd & GL Adams (Southern Vipers)
1229340,2020,11-09-2020,1,Southern Vipers,Sunrisers,CM Taylor & AZ Monaghan,12,13,CM Taylor,9,AZ Monaghan,3,vs Sunrisers (11-09-2020),CM Taylor & AZ Monaghan (Southern Vipers)
1229340,2020,11-09-2020,1,Southern Vipers,Sunrisers,CM Taylor & PAC Cowdrill,7,9,CM Taylor,3,PAC Cowdrill,4,vs Sunrisers (11-09-2020),CM Taylor & PAC Cowdrill (Southern Vipers)
1229340,2020,11-09-2020,1,Southern Vipers,Sunrisers,E Windsor & GL Adams,41,44,E Windsor,14,GL Adams,27,vs Sunrisers (11-09-2020),E Windsor & GL Adams (Southern Vipers)
1229340,2020,11-09-2020,1,Southern Vipers,Sunrisers,GL Adams & EM McCaughan,10,10,GL Adams,2,EM McCaughan,8,vs Sunrisers (11-09-2020),GL Adams & EM McCaughan (Southern Vipers)
1229340,2020,11-09-2020,1,Southern Vipers,Sunrisers,GL Adams & PJ Scholfield,30,31,GL Adams,22,PJ Scholfield,8,vs Sunrisers (11-09-2020),GL Adams & PJ Scholfield (Southern Vipers)
1229340,2020,11-09-2020,1,Southern Vipers,Sunrisers,ME Bouchier & GL Adams,32,34,ME Bouchier,18,GL Adams,14,vs Sunrisers (11-09-2020),ME Bouchier & GL Adams (Southern Vipers)
1229340,2020,11-09-2020,1,Southern Vipers,Sunrisers,TG Norris & CE Rudd,0,0,TG Norris,0,CE Rudd,0,vs Sunrisers (11-09-2020),TG Norris & CE Rudd (Southern Vipers)
1229340,2020,11-09-2020,2,Sunrisers,Southern Vipers,CL Griffith & AD Carr,0,0,CL Griffith,0,AD Carr,0,vs Southern Vipers (11-09-2020),CL Griffith & AD Carr (Sunrisers)
1229340,2020,11-09-2020,2,Sunrisers,Southern Vipers,AJ Macleod & CL Griffith,6,6,AJ Macleod,5,CL Griffith,1,vs Southern Vipers (11-09-2020),AJ Macleod & CL Griffith (Sunrisers)
1229340,2020,11-09-2020,2,Sunrisers,Southern Vipers,AJ Macleod & G Scrivens,17,22,AJ Macleod,8,G Scrivens,9,vs Southern Vipers (11-09-2020),AJ Macleod & G Scrivens (Sunrisers)
1229340,2020,11-09-2020,2,Sunrisers,Southern Vipers,E Thorpe & KL Midwood,14,14,E Thorpe,11,KL Midwood,3,vs Southern Vipers (11-09-2020),E Thorpe & KL Midwood (Sunrisers)
1229340,2020,11-09-2020,2,Sunrisers,Southern Vipers,KJ Wolfe & KL Midwood,9,9,KJ Wolfe,7,KL Midwood,2,vs Southern Vipers (11-09-2020),KJ Wolfe & KL Midwood (Sunrisers)
1229340,2020,11-09-2020,2,Sunrisers,Southern Vipers,KL Midwood & J Gardner,2,2,KL Midwood,2,J Gardner,0,vs Southern Vipers (11-09-2020),KL Midwood & J Gardner (Sunrisers)
1229340,2020,11-09-2020,2,Sunrisers,Southern Vipers,KS Castle & G Scrivens,8,9,KS Castle,4,G Scrivens,4,vs Southern Vipers (11-09-2020),KS Castle & G Scrivens (Sunrisers)
1229340,2020,11-09-2020,2,Sunrisers,Southern Vipers,KS Castle & J Gardner,59,63,KS Castle,20,J Gardner,39,vs Southern Vipers (11-09-2020),KS Castle & J Gardner (Sunrisers)
1229340,2020,11-09-2020,2,Sunrisers,Southern Vipers,ND Dattani & AJ Macleod,42,48,ND Dattani,20,AJ Macleod,22,vs Southern Vipers (11-09-2020),ND Dattani & AJ Macleod (Sunrisers)
1229340,2020,11-09-2020,2,Sunrisers,Southern Vipers,Sonali Patel & KL Midwood,9,10,Sonali Patel,4,KL Midwood,5,vs Southern Vipers (11-09-2020),Sonali Patel & KL Midwood (Sunrisers)
1229341,2020,11-09-2020,1,Lightning,Central Sparks,AJ Freeborn & KE Bryce,18,18,AJ Freeborn,10,KE Bryce,8,vs Central Sparks (11-09-2020),AJ Freeborn & KE Bryce (Lightning)
1229341,2020,11-09-2020,1,Lightning,Central Sparks,AJ Freeborn & LF Higham,25,26,AJ Freeborn,10,LF Higham,15,vs Central Sparks (11-09-2020),AJ Freeborn & LF Higham (Lightning)
1229341,2020,11-09-2020,1,Lightning,Central Sparks,AJ Freeborn & N Harman,8,8,AJ Freeborn,1,N Harman,7,vs Central Sparks (11-09-2020),AJ Freeborn & N Harman (Lightning)
1229341,2020,11-09-2020,1,Lightning,Central Sparks,AJ Freeborn & T Graves,11,11,AJ Freeborn,10,T Graves,1,vs Central Sparks (11-09-2020),AJ Freeborn & T Graves (Lightning)
1229341,2020,11-09-2020,1,Lightning,Central Sparks,B Ellis & KE Bryce,3,3,B Ellis,1,KE Bryce,2,vs Central Sparks (11-09-2020),B Ellis & KE Bryce (Lightning)
1229341,2020,11-09-2020,1,Lightning,Central Sparks,S Pai & AJ Freeborn,6,6,S Pai,1,AJ Freeborn,5,vs Central Sparks (11-09-2020),S Pai & AJ Freeborn (Lightning)
1229341,2020,11-09-2020,1,Lightning,Central Sparks,LG Kellogg & S Pai,7,13,LG Kellogg,1,S Pai,6,vs Central Sparks (11-09-2020),LG Kellogg & S Pai (Lightning)
1229341,2020,11-09-2020,1,Lightning,Central Sparks,SJ Bryce & B Ellis,136,148,SJ Bryce,75,B Ellis,61,vs Central Sparks (11-09-2020),SJ Bryce & B Ellis (Lightning)
1229341,2020,11-09-2020,2,Central Sparks,Lightning,CAE Hill & M Home,1,5,CAE Hill,1,M Home,0,vs Lightning (11-09-2020),CAE Hill & M Home (Central Sparks)
1229341,2020,11-09-2020,2,Central Sparks,Lightning,CK Boycott & Anisha Patel,8,9,CK Boycott,6,Anisha Patel,2,vs Lightning (11-09-2020),CK Boycott & Anisha Patel (Central Sparks)
1229341,2020,11-09-2020,2,Central Sparks,Lightning,CK Boycott & CAE Hill,6,10,CK Boycott,1,CAE Hill,5,vs Lightning (11-09-2020),CK Boycott & CAE Hill (Central Sparks)
1229341,2020,11-09-2020,2,Central Sparks,Lightning,CK Boycott & EA Russell,3,3,CK Boycott,2,EA Russell,1,vs Lightning (11-09-2020),CK Boycott & EA Russell (Central Sparks)
1229341,2020,11-09-2020,2,Central Sparks,Lightning,E Jones & GM Davies,29,41,E Jones,10,GM Davies,19,vs Lightning (11-09-2020),E Jones & GM Davies (Central Sparks)
1229341,2020,11-09-2020,2,Central Sparks,Lightning,EL Arlott & CK Boycott,36,37,EL Arlott,19,CK Boycott,17,vs Lightning (11-09-2020),EL Arlott & CK Boycott (Central Sparks)
1229341,2020,11-09-2020,2,Central Sparks,Lightning,GK Davis & CK Boycott,10,11,GK Davis,3,CK Boycott,7,vs Lightning (11-09-2020),GK Davis & CK Boycott (Central Sparks)
1229341,2020,11-09-2020,2,Central Sparks,Lightning,M Home & P Davies,2,2,M Home,2,P Davies,0,vs Lightning (11-09-2020),M Home & P Davies (Central Sparks)
1229341,2020,11-09-2020,2,Central Sparks,Lightning,GM Davies & Marie Kelly,68,80,GM Davies,31,Marie Kelly,37,vs Lightning (11-09-2020),GM Davies & Marie Kelly (Central Sparks)
1229341,2020,11-09-2020,2,Central Sparks,Lightning,Marie Kelly & P Davies,24,29,Marie Kelly,16,P Davies,8,vs Lightning (11-09-2020),Marie Kelly & P Davies (Central Sparks)
1229342,2020,13-09-2020,1,Southern Vipers,Western Storm,GL Adams & EM McCaughan,137,155,GL Adams,74,EM McCaughan,63,vs Western Storm (13-09-2020),GL Adams & EM McCaughan (Southern Vipers)
1229342,2020,13-09-2020,1,Southern Vipers,Western Storm,ME Bouchier & GL Adams,130,133,ME Bouchier,50,GL Adams,80,vs Western Storm (13-09-2020),ME Bouchier & GL Adams (Southern Vipers)
1229342,2020,13-09-2020,2,Western Storm,Southern Vipers,SN Luff & A Griffiths,20,20,SN Luff,5,A Griffiths,15,vs Southern Vipers (13-09-2020),SN Luff & A Griffiths (Western Storm)
1229342,2020,13-09-2020,2,Western Storm,Southern Vipers,E Corney & EM Edgcombe,9,9,E Corney,3,EM Edgcombe,6,vs Southern Vipers (13-09-2020),E Corney & EM Edgcombe (Western Storm)
1229342,2020,13-09-2020,2,Western Storm,Southern Vipers,FMK Morris & LA Parfitt,31,33,FMK Morris,21,LA Parfitt,10,vs Southern Vipers (13-09-2020),FMK Morris & LA Parfitt (Western Storm)
1229342,2020,13-09-2020,2,Western Storm,Southern Vipers,GM Hennessy & SN Luff,5,5,GM Hennessy,4,SN Luff,1,vs Southern Vipers (13-09-2020),GM Hennessy & SN Luff (Western Storm)
1229342,2020,13-09-2020,2,Western Storm,Southern Vipers,L Filer & S Hutchins,7,9,L Filer,3,S Hutchins,4,vs Southern Vipers (13-09-2020),L Filer & S Hutchins (Western Storm)
1229342,2020,13-09-2020,2,Western Storm,Southern Vipers,N Holland & E Corney,15,15,N Holland,6,E Corney,9,vs Southern Vipers (13-09-2020),N Holland & E Corney (Western Storm)
1229342,2020,13-09-2020,2,Western Storm,Southern Vipers,N Holland & S Hutchins,2,2,N Holland,2,S Hutchins,0,vs Southern Vipers (13-09-2020),N Holland & S Hutchins (Western Storm)
1229342,2020,13-09-2020,2,Western Storm,Southern Vipers,SN Luff & EM Edgcombe,12,12,SN Luff,8,EM Edgcombe,4,vs Southern Vipers (13-09-2020),SN Luff & EM Edgcombe (Western Storm)
1229342,2020,13-09-2020,2,Western Storm,Southern Vipers,SN Luff & FMK Morris,20,22,SN Luff,8,FMK Morris,12,vs Southern Vipers (13-09-2020),SN Luff & FMK Morris (Western Storm)
1229342,2020,13-09-2020,2,Western Storm,Southern Vipers,SN Luff & NAJ Wraith,125,129,SN Luff,57,NAJ Wraith,68,vs Southern Vipers (13-09-2020),SN Luff & NAJ Wraith (Western Storm)
1229343,2020,13-09-2020,1,Sunrisers,South East Stars,CL Griffith & AD Carr,7,13,CL Griffith,1,AD Carr,6,vs South East Stars (13-09-2020),CL Griffith & AD Carr (Sunrisers)
1229343,2020,13-09-2020,1,Sunrisers,South East Stars,AJ Macleod & CL Griffith,4,4,AJ Macleod,3,CL Griffith,1,vs South East Stars (13-09-2020),AJ Macleod & CL Griffith (Sunrisers)
1229343,2020,13-09-2020,1,Sunrisers,South East Stars,H Brown & ND Dattani,20,22,H Brown,6,ND Dattani,14,vs South East Stars (13-09-2020),H Brown & ND Dattani (Sunrisers)
1229343,2020,13-09-2020,1,Sunrisers,South East Stars,G Scrivens & J Gardner,23,28,G Scrivens,16,J Gardner,7,vs South East Stars (13-09-2020),G Scrivens & J Gardner (Sunrisers)
1229343,2020,13-09-2020,1,Sunrisers,South East Stars,J Gardner & H Brown,24,24,J Gardner,14,H Brown,10,vs South East Stars (13-09-2020),J Gardner & H Brown (Sunrisers)
1229343,2020,13-09-2020,1,Sunrisers,South East Stars,Sonali Patel & KJ Wolfe,1,2,Sonali Patel,0,KJ Wolfe,1,vs South East Stars (13-09-2020),Sonali Patel & KJ Wolfe (Sunrisers)
1229343,2020,13-09-2020,1,Sunrisers,South East Stars,KL Midwood & J Gardner,31,35,KL Midwood,22,J Gardner,9,vs South East Stars (13-09-2020),KL Midwood & J Gardner (Sunrisers)
1229343,2020,13-09-2020,1,Sunrisers,South East Stars,KS Castle & H Brown,0,0,KS Castle,0,H Brown,0,vs South East Stars (13-09-2020),KS Castle & H Brown (Sunrisers)
1229343,2020,13-09-2020,1,Sunrisers,South East Stars,ND Dattani & CL Griffith,44,55,ND Dattani,19,CL Griffith,25,vs South East Stars (13-09-2020),ND Dattani & CL Griffith (Sunrisers)
1229343,2020,13-09-2020,1,Sunrisers,South East Stars,Sonali Patel & KL Midwood,14,15,Sonali Patel,9,KL Midwood,5,vs South East Stars (13-09-2020),Sonali Patel & KL Midwood (Sunrisers)
1229343,2020,13-09-2020,2,South East Stars,Sunrisers,A Capsey & A Cranstone,97,114,A Capsey,66,A Cranstone,31,vs Sunrisers (13-09-2020),A Capsey & A Cranstone (South East Stars)
1229343,2020,13-09-2020,2,South East Stars,Sunrisers,A Cranstone & C Brewer,52,56,A Cranstone,15,C Brewer,37,vs Sunrisers (13-09-2020),A Cranstone & C Brewer (South East Stars)
1229343,2020,13-09-2020,2,South East Stars,Sunrisers,AG Gordon & A Capsey,14,18,AG Gordon,7,A Capsey,7,vs Sunrisers (13-09-2020),AG Gordon & A Capsey (South East Stars)
1229343,2020,13-09-2020,2,South East Stars,Sunrisers,KE White & C Brewer,8,9,KE White,5,C Brewer,3,vs Sunrisers (13-09-2020),KE White & C Brewer (South East Stars)
1229343,2020,13-09-2020,2,South East Stars,Sunrisers,SE Rowe & A Capsey,1,2,SE Rowe,1,A Capsey,0,vs Sunrisers (13-09-2020),SE Rowe & A Capsey (South East Stars)
1229344,2020,13-09-2020,1,Thunder,Lightning,A Hartley & R Duckworth,5,8,A Hartley,3,R Duckworth,2,vs Lightning (13-09-2020),A Hartley & R Duckworth (Thunder)
1229344,2020,13-09-2020,1,Thunder,Lightning,DL Collins & N Brown,17,27,DL Collins,7,N Brown,10,vs Lightning (13-09-2020),DL Collins & N Brown (Thunder)
1229344,2020,13-09-2020,1,Thunder,Lightning,E Threlkeld & GEB Boyce,17,30,E Threlkeld,4,GEB Boyce,13,vs Lightning (13-09-2020),E Threlkeld & GEB Boyce (Thunder)
1229344,2020,13-09-2020,1,Thunder,Lightning,L Jackson & GEB Boyce,5,6,L Jackson,0,GEB Boyce,5,vs Lightning (13-09-2020),L Jackson & GEB Boyce (Thunder)
1229344,2020,13-09-2020,1,Thunder,Lightning,HE Jones & A Hartley,5,6,HE Jones,4,A Hartley,1,vs Lightning (13-09-2020),HE Jones & A Hartley (Thunder)
1229344,2020,13-09-2020,1,Thunder,Lightning,L Heap & R Duckworth,1,1,L Heap,1,R Duckworth,0,vs Lightning (13-09-2020),L Heap & R Duckworth (Thunder)
