match_id,bowler,bowler_labels,overcounts,runs_conceded,econ_rate,message,wicketcounts,bowling_average,bowler_strikerate
1252270,TG Norris,TG Norris (Southern Vipers),6,39,6.5,vs South East Stars (31/05/2021),,,
1252270,A Capsey,A Capsey (South East Stars),2,13,6.5,vs Southern Vipers (31/05/2021),,,
1252270,AN Davidson-Richards,AN Davidson-Richards (South East Stars),2,5,2.5,vs Southern Vipers (31/05/2021),,,
1252270,BF Smith,BF Smith (South East Stars),4,25,6.25,vs Southern Vipers (31/05/2021),2,12.5,12.0
1252270,D Gregory,D Gregory (South East Stars),5,28,5.6,vs Southern Vipers (31/05/2021),,,
1252270,FR Davies,FR Davies (South East Stars),6,23,3.83,vs Southern Vipers (31/05/2021),1,23.0,36.0
1252270,GJ Gibbs,GJ Gibbs (South East Stars),1,9,9.0,vs Southern Vipers (31/05/2021),,,
1252270,NE Farrant,NE Farrant (South East Stars),9,33,3.67,vs Southern Vipers (31/05/2021),,,
1252271,A Hartley,A Hartley (Thunder),10,46,4.6,vs Sunrisers (31/05/2021),2,23.0,30.0
1252271,EL Lamb,EL Lamb (Thunder),7,32,4.57,vs Sunrisers (31/05/2021),1,32.0,42.0
1252271,HE Jones,HE Jones (Thunder),6,35,5.83,vs Sunrisers (31/05/2021),1,35.0,36.0
1252271,KL Cross,KL Cross (Thunder),9,49,5.44,vs Sunrisers (31/05/2021),3,16.33,18.0
1252271,P Cleary,P Cleary (Thunder),4,17,4.25,vs Sunrisers (31/05/2021),,,
1252271,S Ecclestone,S Ecclestone (Thunder),10,28,2.8,vs Sunrisers (31/05/2021),3,9.33,20.0
1252271,AJ Macleod,AJ Macleod (Sunrisers),4,21,5.25,vs Thunder (31/05/2021),,,
1252271,G Scrivens,G Scrivens (Sunrisers),10,51,5.1,vs Thunder (31/05/2021),1,51.0,60.0
1252271,GKS Gole,GKS Gole (Sunrisers),9,43,4.78,vs Thunder (31/05/2021),,,
1252271,KS Castle,KS Castle (Sunrisers),6,25,4.17,vs Thunder (31/05/2021),1,25.0,36.0
1252271,MK Villiers,MK Villiers (Sunrisers),10,47,4.7,vs Thunder (31/05/2021),3,15.67,20.0
1252271,ND Dattani,ND Dattani (Sunrisers),4,18,4.5,vs Thunder (31/05/2021),,,
1252271,Sonali Patel,Sonali Patel (Sunrisers),7,40,5.71,vs Thunder (31/05/2021),4,10.0,10.5
1252272,A Shrubsole,A Shrubsole (Western Storm),9,47,5.22,vs South East Stars (05/06/2021),,,
1252272,DR Gibson,DR Gibson (Western Storm),2,19,9.5,vs South East Stars (05/06/2021),,,
1252272,FMK Morris,FMK Morris (Western Storm),7,42,6.0,vs South East Stars (05/06/2021),,,
1252272,GM Hennessy,GM Hennessy (Western Storm),7,21,3.0,vs South East Stars (05/06/2021),1,21.0,42.0
1252272,HC Knight,HC Knight (Western Storm),4,29,7.25,vs South East Stars (05/06/2021),,,
1252272,L Filer,L Filer (Western Storm),8,47,5.88,vs South East Stars (05/06/2021),1,47.0,48.0
1252272,N Harvey,N Harvey (Western Storm),7,43,6.14,vs South East Stars (05/06/2021),2,21.5,21.0
1252272,AN Davidson-Richards,AN Davidson-Richards (South East Stars),4,30,7.5,vs Western Storm (05/06/2021),,,
1252272,BF Smith,BF Smith (South East Stars),10,34,3.4,vs Western Storm (05/06/2021),1,34.0,60.0
1252272,D Gregory,D Gregory (South East Stars),7,29,4.14,vs Western Storm (05/06/2021),1,29.0,42.0
1252272,FR Davies,FR Davies (South East Stars),10,48,4.8,vs Western Storm (05/06/2021),1,48.0,60.0
1252272,GJ Gibbs,GJ Gibbs (South East Stars),9,34,3.78,vs Western Storm (05/06/2021),1,34.0,54.0
1252272,NE Farrant,NE Farrant (South East Stars),10,58,5.8,vs Western Storm (05/06/2021),4,14.5,15.0
1252273,J Gardner,J Gardner (Sunrisers),1,8,8.0,vs Northern Diamonds (05/06/2021),,,
1252273,KL Coppack,KL Coppack (Sunrisers),3,14,4.67,vs Northern Diamonds (05/06/2021),1,14.0,18.0
1252273,KS Castle,KS Castle (Sunrisers),2,4,2.0,vs Northern Diamonds (05/06/2021),,,
1252273,ND Dattani,ND Dattani (Sunrisers),2,22,11.0,vs Northern Diamonds (05/06/2021),,,
1252273,BA Langston,BA Langston (Northern Diamonds),5,12,2.4,vs Sunrisers (05/06/2021),2,6.0,15.0
1252273,JL Gunn,JL Gunn (Northern Diamonds),6,10,1.67,vs Sunrisers (05/06/2021),3,3.33,12.0
1252273,KA Levick,KA Levick (Northern Diamonds),1,0,0.0,vs Sunrisers (05/06/2021),1,0.0,6.0
1252273,KH Brunt,KH Brunt (Northern Diamonds),8,11,1.38,vs Sunrisers (05/06/2021),3,3.67,16.0
1252273,LCN Smith,LCN Smith (Northern Diamonds),5,3,0.6,vs Sunrisers (05/06/2021),1,3.0,30.0
1252273,NR Sciver,NR Sciver (Northern Diamonds),5,13,2.6,vs Sunrisers (05/06/2021),,,
1252274,A Hartley,A Hartley (Thunder),10,61,6.1,vs Lightning (06/06/2021),2,30.5,30.0
1252274,EL Lamb,EL Lamb (Thunder),7,36,5.14,vs Lightning (06/06/2021),1,36.0,42.0
1252274,HE Jones,HE Jones (Thunder),4,29,7.25,vs Lightning (06/06/2021),,,
1252274,KL Cross,KL Cross (Thunder),10,52,5.2,vs Lightning (06/06/2021),,,
1252274,P Cleary,P Cleary (Thunder),9,52,5.78,vs Lightning (06/06/2021),,,
1252274,S Ecclestone,S Ecclestone (Thunder),10,23,2.3,vs Lightning (06/06/2021),2,11.5,30.0
1252274,KE Bryce,KE Bryce (Lightning),7,26,3.71,vs Thunder (06/06/2021),,,
1252274,KL Gordon,KL Gordon (Lightning),10,23,2.3,vs Thunder (06/06/2021),4,5.75,15.0
1252274,LF Higham,LF Higham (Lightning),7,10,1.43,vs Thunder (06/06/2021),3,3.33,14.0
1252274,N Harman,N Harman (Lightning),4,22,5.5,vs Thunder (06/06/2021),,,
1252274,S Munro,S Munro (Lightning),7,23,3.29,vs Thunder (06/06/2021),1,23.0,42.0
1252274,T Graves,T Graves (Lightning),5,21,4.2,vs Thunder (06/06/2021),2,10.5,15.0
1252275,CE Dean,CE Dean (Southern Vipers),10,37,3.7,vs Central Sparks (05/06/2021),3,12.33,20.0
1252275,CM Taylor,CM Taylor (Southern Vipers),10,22,2.2,vs Central Sparks (05/06/2021),3,7.33,20.0
1252275,DN Wyatt,DN Wyatt (Southern Vipers),4,23,5.75,vs Central Sparks (05/06/2021),,,
1252275,GA Elwiss,GA Elwiss (Southern Vipers),10,44,4.4,vs Central Sparks (05/06/2021),1,44.0,60.0
1252275,GL Adams,GL Adams (Southern Vipers),6,36,6.0,vs Central Sparks (05/06/2021),2,18.0,18.0
1252275,TG Norris,TG Norris (Southern Vipers),10,58,5.8,vs Central Sparks (05/06/2021),,,
1252275,EA Russell,EA Russell (Central Sparks),3,13,4.33,vs Southern Vipers (05/06/2021),1,13.0,18.0
1252275,EL Arlott,EL Arlott (Central Sparks),8,29,3.62,vs Southern Vipers (05/06/2021),5,5.8,9.6
1252275,IECM Wong,IECM Wong (Central Sparks),8,18,2.25,vs Southern Vipers (05/06/2021),3,6.0,16.0
1252275,RA Fackrell,RA Fackrell (Central Sparks),3,22,7.33,vs Southern Vipers (05/06/2021),,,
1252275,S Glenn,S Glenn (Central Sparks),6,16,2.67,vs Southern Vipers (05/06/2021),1,16.0,36.0
1252276,A Capsey,A Capsey (South East Stars),3,14,4.67,vs Northern Diamonds (12/06/2021),,,
1252276,AN Davidson-Richards,AN Davidson-Richards (South East Stars),7,49,7.0,vs Northern Diamonds (12/06/2021),,,
1252276,BF Smith,BF Smith (South East Stars),10,40,4.0,vs Northern Diamonds (12/06/2021),1,40.0,60.0
1252276,D Gregory,D Gregory (South East Stars),10,31,3.1,vs Northern Diamonds (12/06/2021),2,15.5,30.0
1252276,FR Davies,FR Davies (South East Stars),10,57,5.7,vs Northern Diamonds (12/06/2021),1,57.0,60.0
1252276,GJ Gibbs,GJ Gibbs (South East Stars),8,40,5.0,vs Northern Diamonds (12/06/2021),2,20.0,24.0
1252276,PA Franklin,PA Franklin (South East Stars),2,16,8.0,vs Northern Diamonds (12/06/2021),,,
1252276,AL MacDonald,AL MacDonald (Northern Diamonds),3,21,7.0,vs South East Stars (12/06/2021),,,
1252276,BA Langston,BA Langston (Northern Diamonds),10,62,6.2,vs South East Stars (12/06/2021),1,62.0,60.0
1252276,HJ Armitage,HJ Armitage (Northern Diamonds),3,22,7.33,vs South East Stars (12/06/2021),,,
1252276,JL Gunn,JL Gunn (Northern Diamonds),9,45,5.0,vs South East Stars (12/06/2021),2,22.5,27.0
1252276,KA Levick,KA Levick (Northern Diamonds),7,30,4.29,vs South East Stars (12/06/2021),1,30.0,42.0
1252276,LCN Smith,LCN Smith (Northern Diamonds),10,31,3.1,vs South East Stars (12/06/2021),1,31.0,60.0
1252276,PC Graham,PC Graham (Northern Diamonds),8,38,4.75,vs South East Stars (12/06/2021),1,38.0,48.0
1252277,AJ Macleod,AJ Macleod (Sunrisers),1,5,5.0,vs Lightning (12/06/2021),1,5.0,6.0
1252277,G Scrivens,G Scrivens (Sunrisers),4,21,5.25,vs Lightning (12/06/2021),,,
1252277,GKS Gole,GKS Gole (Sunrisers),3,10,3.33,vs Lightning (12/06/2021),,,
1252277,J Gardner,J Gardner (Sunrisers),6,35,5.83,vs Lightning (12/06/2021),1,35.0,36.0
1252277,KL Coppack,KL Coppack (Sunrisers),7,22,3.14,vs Lightning (12/06/2021),,,
1252277,KL Midwood,KL Midwood (Sunrisers),8,42,5.25,vs Lightning (12/06/2021),1,42.0,48.0
1252277,KS Castle,KS Castle (Sunrisers),6,24,4.0,vs Lightning (12/06/2021),2,12.0,18.0
1252277,ND Dattani,ND Dattani (Sunrisers),6,45,7.5,vs Lightning (12/06/2021),,,
1252277,KE Bryce,KE Bryce (Lightning),10,19,1.9,vs Sunrisers (12/06/2021),1,19.0,60.0
1252277,KL Gordon,KL Gordon (Lightning),10,27,2.7,vs Sunrisers (12/06/2021),1,27.0,60.0
1252277,LF Higham,LF Higham (Lightning),7,49,7.0,vs Sunrisers (12/06/2021),,,
1252277,S Munro,S Munro (Lightning),7,36,5.14,vs Sunrisers (12/06/2021),2,18.0,21.0
1252277,T Graves,T Graves (Lightning),10,39,3.9,vs Sunrisers (12/06/2021),4,9.75,15.0
1252277,Y Graves,Y Graves (Lightning),6,32,5.33,vs Sunrisers (12/06/2021),1,32.0,36.0
1252278,A Hartley,A Hartley (Thunder),10,26,2.6,vs Central Sparks (12/06/2021),,,
1252278,EL Lamb,EL Lamb (Thunder),10,44,4.4,vs Central Sparks (12/06/2021),,,
1252278,HE Jones,HE Jones (Thunder),10,33,3.3,vs Central Sparks (12/06/2021),3,11.0,20.0
1252278,L Jackson,L Jackson (Thunder),9,35,3.89,vs Central Sparks (12/06/2021),3,11.67,18.0
1252278,N Brown,N Brown (Thunder),2,11,5.5,vs Central Sparks (12/06/2021),,,
1252278,P Cleary,P Cleary (Thunder),9,40,4.44,vs Central Sparks (12/06/2021),1,40.0,54.0
1252278,CK Boycott,CK Boycott (Central Sparks),2,5,2.5,vs Thunder (12/06/2021),,,
1252278,EA Russell,EA Russell (Central Sparks),10,48,4.8,vs Thunder (12/06/2021),1,48.0,60.0
1252278,GK Davis,GK Davis (Central Sparks),10,42,4.2,vs Thunder (12/06/2021),3,14.0,20.0
1252278,IECM Wong,IECM Wong (Central Sparks),9,40,4.44,vs Thunder (12/06/2021),1,40.0,54.0
1252278,RA Fackrell,RA Fackrell (Central Sparks),4,15,3.75,vs Thunder (12/06/2021),1,15.0,24.0
1252278,S Butler,S Butler (Central Sparks),3,14,4.67,vs Thunder (12/06/2021),,,
1252278,S Glenn,S Glenn (Central Sparks),10,32,3.2,vs Thunder (12/06/2021),2,16.0,30.0
1252279,DR Gibson,DR Gibson (Western Storm),4,16,4.0,vs Southern Vipers (12/06/2021),,,
1252279,FMK Morris,FMK Morris (Western Storm),6,37,6.17,vs Southern Vipers (12/06/2021),1,37.0,36.0
1252279,GM Hennessy,GM Hennessy (Western Storm),7,26,3.71,vs Southern Vipers (12/06/2021),,,
1252279,L Filer,L Filer (Western Storm),6,37,6.17,vs Southern Vipers (12/06/2021),1,37.0,36.0
1252279,MJ Robbins,MJ Robbins (Western Storm),4,23,5.75,vs Southern Vipers (12/06/2021),,,
1252279,N Harvey,N Harvey (Western Storm),6,22,3.67,vs Southern Vipers (12/06/2021),,,
1252279,SN Luff,SN Luff (Western Storm),2,16,8.0,vs Southern Vipers (12/06/2021),,,
1252279,AZ Monaghan,AZ Monaghan (Southern Vipers),2,13,6.5,vs Western Storm (12/06/2021),1,13.0,12.0
1252279,CE Dean,CE Dean (Southern Vipers),10,27,2.7,vs Western Storm (12/06/2021),3,9.0,20.0
1252279,CM Taylor,CM Taylor (Southern Vipers),10,36,3.6,vs Western Storm (12/06/2021),1,36.0,60.0
1252279,E Windsor,E Windsor (Southern Vipers),5,15,3.0,vs Western Storm (12/06/2021),,,
1252279,GL Adams,GL Adams (Southern Vipers),3,10,3.33,vs Western Storm (12/06/2021),1,10.0,18.0
1252279,LK Bell,LK Bell (Southern Vipers),10,40,4.0,vs Western Storm (12/06/2021),3,13.33,20.0
1252279,TG Norris,TG Norris (Southern Vipers),10,32,3.2,vs Western Storm (12/06/2021),,,
1252280,A Griffiths,A Griffiths (Western Storm),3,19,6.33,vs Northern Diamonds (10/09/2021),,,
1252280,C Skelton,C Skelton (Western Storm),3,20,6.67,vs Northern Diamonds (10/09/2021),,,
1252280,DR Gibson,DR Gibson (Western Storm),2,14,7.0,vs Northern Diamonds (10/09/2021),,,
1252280,FMK Morris,FMK Morris (Western Storm),3,27,9.0,vs Northern Diamonds (10/09/2021),,,
1252280,GM Hennessy,GM Hennessy (Western Storm),8,35,4.38,vs Northern Diamonds (10/09/2021),1,35.0,48.0
1252280,J Roberts,J Roberts (Western Storm),3,15,5.0,vs Northern Diamonds (10/09/2021),,,
1252280,L Filer,L Filer (Western Storm),5,24,4.8,vs Northern Diamonds (10/09/2021),,,
1252280,S Hutchins,S Hutchins (Western Storm),5,27,5.4,vs Northern Diamonds (10/09/2021),2,13.5,15.0
1252280,BA Langston,BA Langston (Northern Diamonds),7,30,4.29,vs Western Storm (10/09/2021),2,15.0,21.0
1252280,EF Telford,EF Telford (Northern Diamonds),7,40,5.71,vs Western Storm (10/09/2021),,,
1252280,JL Gunn,JL Gunn (Northern Diamonds),1,7,7.0,vs Western Storm (10/09/2021),,,
1252280,KA Levick,KA Levick (Northern Diamonds),8,25,3.12,vs Western Storm (10/09/2021),2,12.5,24.0
1252280,LCN Smith,LCN Smith (Northern Diamonds),10,34,3.4,vs Western Storm (10/09/2021),5,6.8,12.0
1252280,PC Graham,PC Graham (Northern Diamonds),6,45,7.5,vs Western Storm (10/09/2021),,,
1252281,A Capsey,A Capsey (South East Stars),9,55,6.11,vs Lightning (10/09/2021),2,27.5,27.0
1252281,AN Davidson-Richards,AN Davidson-Richards (South East Stars),7,35,5.0,vs Lightning (10/09/2021),2,17.5,21.0
1252281,BF Smith,BF Smith (South East Stars),10,46,4.6,vs Lightning (10/09/2021),3,15.33,20.0
1252281,D Gregory,D Gregory (South East Stars),10,46,4.6,vs Lightning (10/09/2021),,,
1252281,GJ Gibbs,GJ Gibbs (South East Stars),5,37,7.4,vs Lightning (10/09/2021),,,
1252281,K Moore,K Moore (South East Stars),3,18,6.0,vs Lightning (10/09/2021),,,
1252281,PA Franklin,PA Franklin (South East Stars),6,20,3.33,vs Lightning (10/09/2021),2,10.0,18.0
1252281,G Ballinger,G Ballinger (Lightning),7,51,7.29,vs South East Stars (10/09/2021),1,51.0,42.0
1252281,J Groves,J Groves (Lightning),8,59,7.38,vs South East Stars (10/09/2021),,,
1252281,KE Bryce,KE Bryce (Lightning),9,50,5.56,vs South East Stars (10/09/2021),2,25.0,27.0
1252281,KL Gordon,KL Gordon (Lightning),10,37,3.7,vs South East Stars (10/09/2021),2,18.5,30.0
1252281,S Munro,S Munro (Lightning),2,23,11.5,vs South East Stars (10/09/2021),,,
1252281,T Graves,T Graves (Lightning),4,28,7.0,vs South East Stars (10/09/2021),,,
1252281,Y Graves,Y Graves (Lightning),10,43,4.3,vs South East Stars (10/09/2021),3,14.33,20.0
1252282,E Thorpe,E Thorpe (Sunrisers),4,27,6.75,vs Central Sparks (10/09/2021),,,
1252282,G Scrivens,G Scrivens (Sunrisers),7,35,5.0,vs Central Sparks (10/09/2021),1,35.0,42.0
1252282,GKS Gole,GKS Gole (Sunrisers),4,31,7.75,vs Central Sparks (10/09/2021),1,31.0,24.0
1252282,J Gardner,J Gardner (Sunrisers),2,11,5.5,vs Central Sparks (10/09/2021),,,
1252282,KL Coppack,KL Coppack (Sunrisers),7,40,5.71,vs Central Sparks (10/09/2021),1,40.0,42.0
1252282,KS Castle,KS Castle (Sunrisers),9,22,2.44,vs Central Sparks (10/09/2021),1,22.0,54.0
1252282,ND Dattani,ND Dattani (Sunrisers),6,39,6.5,vs Central Sparks (10/09/2021),,,
1252282,Anisha Patel,Anisha Patel (Central Sparks),6,33,5.5,vs Sunrisers (10/09/2021),1,33.0,36.0
1252282,CK Boycott,CK Boycott (Central Sparks),9,42,4.67,vs Sunrisers (10/09/2021),,,
1252282,E Jones,E Jones (Central Sparks),6,31,5.17,vs Sunrisers (10/09/2021),2,15.5,18.0
1252282,EL Arlott,EL Arlott (Central Sparks),7,27,3.86,vs Sunrisers (10/09/2021),,,
1252282,IECM Wong,IECM Wong (Central Sparks),8,33,4.12,vs Sunrisers (10/09/2021),1,33.0,48.0
1252282,RA Fackrell,RA Fackrell (Central Sparks),6,30,5.0,vs Sunrisers (10/09/2021),3,10.0,12.0
1252283,A Hartley,A Hartley (Thunder),9,28,3.11,vs Southern Vipers (10/09/2021),2,14.0,27.0
1252283,EL Lamb,EL Lamb (Thunder),6,13,2.17,vs Southern Vipers (10/09/2021),1,13.0,36.0
1252283,HE Jones,HE Jones (Thunder),5,9,1.8,vs Southern Vipers (10/09/2021),2,4.5,15.0
1252283,KL Cross,KL Cross (Thunder),10,34,3.4,vs Southern Vipers (10/09/2021),2,17.0,30.0
1252283,L Jackson,L Jackson (Thunder),4,24,6.0,vs Southern Vipers (10/09/2021),,,
1252283,CM Taylor,CM Taylor (Southern Vipers),10,22,2.2,vs Thunder (10/09/2021),1,22.0,60.0
1252283,GA Elwiss,GA Elwiss (Southern Vipers),3,16,5.33,vs Thunder (10/09/2021),,,
1252283,LK Bell,LK Bell (Southern Vipers),7,33,4.71,vs Thunder (10/09/2021),2,16.5,21.0
1252283,PJ Scholfield,PJ Scholfield (Southern Vipers),5,16,3.2,vs Thunder (10/09/2021),3,5.33,10.0
1252283,TG Norris,TG Norris (Southern Vipers),8,14,1.75,vs Thunder (10/09/2021),4,3.5,12.0
1252284,A Hartley,A Hartley (Thunder),10,57,5.7,vs Northern Diamonds (12/09/2021),2,28.5,30.0
1252284,AE Dyson,AE Dyson (Thunder),9,59,6.56,vs Northern Diamonds (12/09/2021),1,59.0,54.0
1252284,EL Lamb,EL Lamb (Thunder),3,8,2.67,vs Northern Diamonds (12/09/2021),,,
1252284,HE Jones,HE Jones (Thunder),10,54,5.4,vs Northern Diamonds (12/09/2021),1,54.0,60.0
1252284,L Jackson,L Jackson (Thunder),10,59,5.9,vs Northern Diamonds (12/09/2021),,,
1252284,N Brown,N Brown (Thunder),9,55,6.11,vs Northern Diamonds (12/09/2021),1,55.0,54.0
1252284,BA Langston,BA Langston (Northern Diamonds),7,12,1.71,vs Thunder (12/09/2021),,,
1252284,EF Telford,EF Telford (Northern Diamonds),5,41,8.2,vs Thunder (12/09/2021),,,
1252284,HJ Armitage,HJ Armitage (Northern Diamonds),8,32,4.0,vs Thunder (12/09/2021),2,16.0,24.0
1252284,KA Levick,KA Levick (Northern Diamonds),10,34,3.4,vs Thunder (12/09/2021),4,8.5,15.0
1252284,LCN Smith,LCN Smith (Northern Diamonds),10,26,2.6,vs Thunder (12/09/2021),,,
1252284,PC Graham,PC Graham (Northern Diamonds),10,41,4.1,vs Thunder (12/09/2021),1,41.0,60.0
1252285,A Capsey,A Capsey (South East Stars),6,33,5.5,vs Central Sparks (12/09/2021),,,
1252285,AN Davidson-Richards,AN Davidson-Richards (South East Stars),8,40,5.0,vs Central Sparks (12/09/2021),2,20.0,24.0
1252285,BF Smith,BF Smith (South East Stars),9,40,4.44,vs Central Sparks (12/09/2021),2,20.0,27.0
1252285,D Gregory,D Gregory (South East Stars),5,29,5.8,vs Central Sparks (12/09/2021),1,29.0,30.0
1252285,Emma Jones,Emma Jones (South East Stars),4,20,5.0,vs Central Sparks (12/09/2021),,,
1252285,K Moore,K Moore (South East Stars),4,12,3.0,vs Central Sparks (12/09/2021),1,12.0,24.0
1252285,PA Franklin,PA Franklin (South East Stars),5,15,3.0,vs Central Sparks (12/09/2021),1,15.0,30.0
1252285,R MacDonald-Gay,R MacDonald-Gay (South East Stars),9,31,3.44,vs Central Sparks (12/09/2021),2,15.5,27.0
1252285,CK Boycott,CK Boycott (Central Sparks),5,23,4.6,vs South East Stars (12/09/2021),,,
1252285,E Jones,E Jones (Central Sparks),1,0,0.0,vs South East Stars (12/09/2021),1,0.0,6.0
1252285,EL Arlott,EL Arlott (Central Sparks),3,17,5.67,vs South East Stars (12/09/2021),,,
1252285,GK Davis,GK Davis (Central Sparks),10,26,2.6,vs South East Stars (12/09/2021),4,6.5,15.0
1252285,IECM Wong,IECM Wong (Central Sparks),8,27,3.38,vs South East Stars (12/09/2021),1,27.0,48.0
1252285,RA Fackrell,RA Fackrell (Central Sparks),5,20,4.0,vs South East Stars (12/09/2021),3,6.67,10.0
1252286,C Nicholas,C Nicholas (Western Storm),7,22,3.14,vs Lightning (12/09/2021),1,22.0,42.0
1252286,DR Gibson,DR Gibson (Western Storm),5,27,5.4,vs Lightning (12/09/2021),1,27.0,30.0
1252286,FMK Morris,FMK Morris (Western Storm),7,34,4.86,vs Lightning (12/09/2021),2,17.0,21.0
1252286,GM Hennessy,GM Hennessy (Western Storm),8,22,2.75,vs Lightning (12/09/2021),2,11.0,24.0
1252286,L Filer,L Filer (Western Storm),6,34,5.67,vs Lightning (12/09/2021),1,34.0,36.0
1252286,N Harvey,N Harvey (Western Storm),9,25,2.78,vs Lightning (12/09/2021),2,12.5,27.0
1252286,G Ballinger,G Ballinger (Lightning),9,50,5.56,vs Western Storm (12/09/2021),1,50.0,54.0
1252286,KE Bryce,KE Bryce (Lightning),10,44,4.4,vs Western Storm (12/09/2021),1,44.0,60.0
1252286,KL Gordon,KL Gordon (Lightning),10,43,4.3,vs Western Storm (12/09/2021),3,14.33,20.0
1252286,S Munro,S Munro (Lightning),10,35,3.5,vs Western Storm (12/09/2021),2,17.5,30.0
1252286,T Graves,T Graves (Lightning),4,9,2.25,vs Western Storm (12/09/2021),,,
1252286,Y Graves,Y Graves (Lightning),7,39,5.57,vs Western Storm (12/09/2021),,,
1252287,E Thorpe,E Thorpe (Sunrisers),7,55,7.86,vs Southern Vipers (12/09/2021),,,
1252287,G Scrivens,G Scrivens (Sunrisers),7,31,4.43,vs Southern Vipers (12/09/2021),1,31.0,42.0
1252287,J Gardner,J Gardner (Sunrisers),5,42,8.4,vs Southern Vipers (12/09/2021),,,
1252287,KL Coppack,KL Coppack (Sunrisers),8,49,6.12,vs Southern Vipers (12/09/2021),,,
1252287,KS Castle,KS Castle (Sunrisers),10,59,5.9,vs Southern Vipers (12/09/2021),2,29.5,30.0
1252287,ND Dattani,ND Dattani (Sunrisers),3,20,6.67,vs Southern Vipers (12/09/2021),2,10.0,9.0
1252287,Sonali Patel,Sonali Patel (Sunrisers),10,46,4.6,vs Southern Vipers (12/09/2021),3,15.33,20.0
1252287,CM Taylor,CM Taylor (Southern Vipers),10,46,4.6,vs Sunrisers (12/09/2021),1,46.0,60.0
1252287,GA Elwiss,GA Elwiss (Southern Vipers),9,58,6.44,vs Sunrisers (12/09/2021),1,58.0,54.0
1252287,GL Adams,GL Adams (Southern Vipers),6,36,6.0,vs Sunrisers (12/09/2021),2,18.0,18.0
1252287,LK Bell,LK Bell (Southern Vipers),10,63,6.3,vs Sunrisers (12/09/2021),1,63.0,60.0
1252287,ME Bouchier,ME Bouchier (Southern Vipers),2,13,6.5,vs Sunrisers (12/09/2021),,,
1252287,PJ Scholfield,PJ Scholfield (Southern Vipers),5,38,7.6,vs Sunrisers (12/09/2021),,,
1252287,TG Norris,TG Norris (Southern Vipers),8,48,6.0,vs Sunrisers (12/09/2021),1,48.0,48.0
1252288,B Ellis,B Ellis (Lightning),2,16,8.0,vs Central Sparks (18/09/2021),,,
1252288,G Ballinger,G Ballinger (Lightning),10,60,6.0,vs Central Sparks (18/09/2021),2,30.0,30.0
1252288,KE Bryce,KE Bryce (Lightning),10,46,4.6,vs Central Sparks (18/09/2021),1,46.0,60.0
1252288,KL Gordon,KL Gordon (Lightning),10,57,5.7,vs Central Sparks (18/09/2021),2,28.5,30.0
1252288,LF Higham,LF Higham (Lightning),4,29,7.25,vs Central Sparks (18/09/2021),,,
1252288,SB Odedra,SB Odedra (Lightning),9,56,6.22,vs Central Sparks (18/09/2021),2,28.0,27.0
1252288,Y Graves,Y Graves (Lightning),5,25,5.0,vs Central Sparks (18/09/2021),1,25.0,30.0
1252288,CK Boycott,CK Boycott (Central Sparks),6,33,5.5,vs Lightning (18/09/2021),,,
1252288,E Jones,E Jones (Central Sparks),5,26,5.2,vs Lightning (18/09/2021),,,
1252288,EL Arlott,EL Arlott (Central Sparks),10,61,6.1,vs Lightning (18/09/2021),1,61.0,60.0
1252288,GK Davis,GK Davis (Central Sparks),10,49,4.9,vs Lightning (18/09/2021),1,49.0,60.0
1252288,IECM Wong,IECM Wong (Central Sparks),10,61,6.1,vs Lightning (18/09/2021),3,20.33,20.0
1252288,RA Fackrell,RA Fackrell (Central Sparks),9,74,8.22,vs Lightning (18/09/2021),,,
1252289,A Hartley,A Hartley (Thunder),10,17,1.7,vs South East Stars (18/09/2021),2,8.5,30.0
1252289,AE Dyson,AE Dyson (Thunder),5,26,5.2,vs South East Stars (18/09/2021),1,26.0,30.0
1252289,HE Jones,HE Jones (Thunder),9,33,3.67,vs South East Stars (18/09/2021),5,6.6,10.8
1252289,L Heap,L Heap (Thunder),6,41,6.83,vs South East Stars (18/09/2021),1,41.0,36.0
1252289,L Jackson,L Jackson (Thunder),5,12,2.4,vs South East Stars (18/09/2021),1,12.0,30.0
1252289,A Capsey,A Capsey (South East Stars),10,32,3.2,vs Thunder (18/09/2021),2,16.0,30.0
1252289,AN Davidson-Richards,AN Davidson-Richards (South East Stars),2,16,8.0,vs Thunder (18/09/2021),,,
1252289,D Gregory,D Gregory (South East Stars),10,23,2.3,vs Thunder (18/09/2021),2,11.5,30.0
1252289,Emma Jones,Emma Jones (South East Stars),3,16,5.33,vs Thunder (18/09/2021),1,16.0,18.0
1252289,GJ Gibbs,GJ Gibbs (South East Stars),4,16,4.0,vs Thunder (18/09/2021),,,
1252289,K Moore,K Moore (South East Stars),6,34,5.67,vs Thunder (18/09/2021),1,34.0,36.0
1252289,PA Franklin,PA Franklin (South East Stars),8,32,4.0,vs Thunder (18/09/2021),1,32.0,48.0
1252289,R MacDonald-Gay,R MacDonald-Gay (South East Stars),4,14,3.5,vs Thunder (18/09/2021),,,
1252290,C Nicholas,C Nicholas (Western Storm),9,60,6.67,vs Sunrisers (18/09/2021),2,30.0,27.0
1252290,C Skelton,C Skelton (Western Storm),3,15,5.0,vs Sunrisers (18/09/2021),,,
1252290,DR Gibson,DR Gibson (Western Storm),8,56,7.0,vs Sunrisers (18/09/2021),2,28.0,24.0
