player,overs_bowled,wickets_taken,econ_rate,bowling_average,bowler_strikerate,inv_econ_rate,inv_bowling_average,inv_bowler_strikerate,overs_bowled_scaled,wickets_taken_scaled,econ_rate_scaled,bowling_average_scaled,bowler_strikerate_scaled,bowler_score,bowler_score_scaled
N Harvey,40.0,6.0,4.51,19.0,26.0,0.22172949002217296,0.05263157894736842,0.038461538461538464,-0.13560325351585262,-0.28096393291095845,0.309772055766693,0.2182816980092812,0.2612061094541177,0.030200449221007057,0.35670189557338505
N Holland,6.0,1.0,6.12,21.0,24.0,0.16339869281045752,0.047619047619047616,0.041666666666666664,-1.1581323414136089,-1.0242547607177268,-0.9749515110749545,-0.03483426324994383,0.5171153225164286,-0.6390042402365372,0.09494581821089415
ND Dattani,48.0,3.0,6.94,30.0,34.5,0.1440922190201729,0.03333333333333333,0.028985507246376812,0.10499182598950182,-0.7269384295950195,-1.4001725445020026,-0.7562147528387351,-0.4953950422083676,-0.8233103859210988,0.02285538834959641
NE Farrant,80.0,18.0,3.81,21.01,34.08,0.26246719160104987,0.047596382674916705,0.029342723004694836,1.0673721440109196,1.5029340538252858,1.2070113835164225,-0.03597876664449997,-0.46687362348372546,0.8808672160905322,0.6894359596740012
NR Sciver,39.0,4.0,3.66,13.5,30.0,0.27322404371584696,0.07407407407407407,0.03333333333333333,-0.16567763845402192,-0.5782802640336658,1.4439287938297287,1.301055532284855,-0.14824863144558034,0.2943072460471559,0.46000595221115753
Olivia Thomas,4.0,1.0,7.25,29.0,24.0,0.13793103448275862,0.034482758620689655,0.041666666666666664,-1.2182811112899476,-1.0242547607177268,-1.5358713409053326,-0.6981726444810162,0.5171153225164286,-0.8817423933726094,0.0
P Cleary,31.0,2.0,5.17,48.0,54.0,0.19342359767891684,0.020833333333333332,0.018518518518518517,-0.40627271795937636,-0.8755965951563732,-0.31365928260287596,-1.3874226812289276,-1.3311178829335963,-0.8567481792356156,0.009776362228664069
PA Franklin,21.0,4.0,4.58,19.0,32.0,0.2183406113537118,0.05263157894736842,0.03125,-0.7070165673410694,-0.5782802640336658,0.23513271430978316,0.2182816980092812,-0.31458961993608253,-0.2223259436920942,0.2579274561817345
PAC Cowdrill,15.0,3.0,4.19,7.75,16.5,0.2386634844868735,0.12903225806451613,0.06060606060606061,-0.8874628769700852,-0.7269384295950195,0.6827397299543742,4.076258849460373,2.0293061269755404,0.7513711632674684,0.6387842243307127
PC Graham,87.0,8.0,4.74,29.23,38.2,0.21097046413502107,0.034211426616489904,0.026178010471204185,1.2778928385781048,0.016352398211748952,0.07280676857347704,-0.7118739974631669,-0.7195559008161014,-0.12607719138491613,0.2955746757124029
PJ Scholfield,73.0,15.0,4.33,21.43,31.33,0.23094688221709006,0.04666355576294914,0.03191828917969997,0.8568514494437345,1.0569595571412247,0.512783184427453,-0.08308338605647353,-0.26123095621665837,0.5421750400945702,0.5569582038861081
R MacDonald-Gay,13.0,2.0,3.47,15.5,27.0,0.2881844380403458,0.06451612903225806,0.037037037037037035,-0.9476116468464238,-0.8755965951563732,1.7734283391242593,0.8184114771238955,0.14746868142642353,0.19061988815874223,0.4194491591992135
R Slater,22.0,2.0,4.36,19.5,24.0,0.2293577981651376,0.05128205128205128,0.041666666666666664,-0.6769421824029,-0.8755965951563732,0.4777839416805098,0.15013509305487452,0.5171153225164286,-0.16455219942687138,0.2805253681683747
RA Fackrell (CF),47.0,11.0,5.53,10.04,14.88,0.18083182640144665,0.09960159362549802,0.06720430107526881,0.07491744105133252,0.46232689489581,-0.5909904023839142,2.5901093509244104,2.5561338911096816,0.812865515720026,0.6628374336574072
S Butler,21.0,2.0,6.47,23.0,18.0,0.1545595054095827,0.043478260869565216,0.05555555555555555,-0.7070165673410694,-0.8755965951563732,-1.1696327585198787,-0.24393005733365142,1.6260552457864434,-0.4706788777916536,0.16078544439448733
S Ecclestone,48.0,12.0,3.28,12.57,24.8,0.3048780487804878,0.07955449482895784,0.04032258064516129,0.10499182598950182,0.6109850604571637,2.1411016122273017,1.5777983347965987,0.40979855574836266,1.0830585521209102,0.7685220925564437
S Glenn,53.0,7.0,3.66,22.0,43.2,0.27322404371584696,0.045454545454545456,0.023148148148148147,0.25536375068034833,-0.13230576734960472,1.4439287938297287,-0.14413433743006354,-0.9614712418435915,0.15498724216055948,0.4055116273954674
S Hutchins,36.0,5.0,4.59,27.12,41.25,0.2178649237472767,0.03687315634218289,0.024242424242424242,-0.2559007932685298,-0.4296220984723121,0.22465579460948246,-0.5774656049760257,-0.8741002175859538,-0.3462148037842776,0.20946894631545288
S Munro,78.0,10.0,4.98,22.69,34.5,0.2008032128514056,0.04407227853680035,0.028985507246376812,1.007223374134581,0.31366872933445633,-0.15112480717118537,-0.21393416444063848,-0.4953950422083676,0.03164807765036434,0.3572681282150812
SB Odedra,13.0,2.0,5.98,28.0,27.0,0.16722408026755853,0.03571428571428571,0.037037037037037035,-0.9476116468464238,-0.8755965951563732,-0.8906981551573185,-0.6359846712406033,0.14746868142642353,-0.693571157666327,0.07360224055042877
SIR Dunkley,15.0,3.0,4.06,22.0,33.0,0.24630541871921185,0.045454545454545456,0.030303030303030304,-0.8874628769700852,-0.7269384295950195,0.851051727626972,-0.14413433743006354,-0.39019916015903805,-0.20253560841813434,0.2656683471417178
SN Luff,6.0,1.0,7.38,27.0,24.0,0.13550135501355015,0.037037037037037035,0.041666666666666664,-1.1581323414136089,-1.0242547607177268,-1.5893845213035682,-0.5691901814638634,0.5171153225164286,-0.8727658805257785,0.0035111182396003267
Sonali Patel,58.0,14.0,5.7,18.72,24.58,0.17543859649122806,0.05341880341880342,0.04068348250610253,0.40573567537119487,0.9083013915798711,-0.7097751592920792,0.25803388423268553,0.4386142864509358,0.3106607761800316,0.46640255397747316
T Graves,54.0,12.0,4.26,15.12,22.5,0.2347417840375587,0.06613756613756615,0.044444444444444446,0.28543813561851766,0.6109850604571637,0.5963651005962091,0.900288593624416,0.7389033071704318,0.6536359912320707,0.6005555991352269
TF Brookes,10.0,2.0,4.3,21.5,30.0,0.23255813953488372,0.046511627906976744,0.03333333333333333,-1.0378348016609318,-0.8755965951563732,0.5482707887010976,-0.09075523143512136,-0.14824863144558034,-0.3009132604024267,0.22718841911788054
TG Norris,114.0,23.0,4.94,22.48,26.2,0.20242914979757085,0.04448398576512456,0.03816793893129771,2.089901231908676,2.2462248816320542,-0.1153138871634352,-0.19314433510513504,0.23776404413543265,0.9808494988119413,0.7285435310093392
Y Graves,38.0,6.0,4.78,22.33,30.5,0.20920502092050208,0.04478280340349306,0.03278688524590164,-0.19575202339219122,-0.28096393291095845,0.03392325228308619,-0.1780550501066524,-0.19187905465620372,-0.16918247697764982,0.27871425819277995
,,,,,,,,,,,,,,-0.8817423933726094,0.0
