match_id,team,player,role,batter_score_scaled,bowler_score_scaled
1229326,Sunrisers,KL Midwood,allrounder,0.2053633038474581,0.13565785512103343
1229326,Sunrisers,AD Carr,batter,0.26368039854022873,
1229326,Sunrisers,FC Wilson,batter,0.41191967081666736,
1229326,Sunrisers,ND Dattani,allrounder,0.38555019503226806,0.02285538834959641
1229326,Sunrisers,MK Villiers,bowler,0.32075599504363356,0.20790278116608993
1229326,Sunrisers,G Scrivens,allrounder,0.4109633083948094,0.1610092400647247
1229326,Sunrisers,AJ Macleod,allrounder,0.3979357733860548,0.21059431290067393
1229326,Sunrisers,J Gardner,allrounder,0.41135666032816454,0.1770064909874787
1229326,Sunrisers,Sonali Patel,bowler,0.12175354398518555,0.46640255397747316
1229326,Sunrisers,KS Castle,allrounder,0.32830915021533935,0.39394573820345774
1229326,Sunrisers,KJ Wolfe,bowler,0.09685150358063518,0.26188167553151537
1229326,Southern Vipers,GL Adams,batter,0.8952451949903144,0.7655163687208961
1229326,Southern Vipers,DN Wyatt,allrounder,0.627236589798195,0.48238138492233934
1229326,Southern Vipers,ME Bouchier,batter,0.5543396520655693,0.30971317717180163
1229326,Southern Vipers,CE Dean,allrounder,0.38791955262021754,0.7022567219055044
1229326,Southern Vipers,PJ Scholfield,allrounder,0.3478081260685897,0.5569582038861081
1229326,Southern Vipers,E Windsor,batter,0.3702282637170802,0.0
1229326,Southern Vipers,EM McCaughan,batter,0.3810795982279273,
1229326,Southern Vipers,CE Rudd,batter,0.23415224232809964,
1229326,Southern Vipers,TG Norris,bowler,0.2234416860882584,0.7285435310093392
1229326,Southern Vipers,AZ Monaghan,allrounder,0.09079108962043199,0.41662642584008447
1229326,Southern Vipers,LK Bell,bowler,0.19667584023778814,0.5636933193848911
1229329,South East Stars,BF Smith,allrounder,0.5118465577218909,0.5591872130029364
1229329,South East Stars,A Capsey,allrounder,0.4219595910799785,0.33726593784390335
1229329,South East Stars,A Cranstone,batter,0.3704301038344772,
1229329,South East Stars,SIR Dunkley,allrounder,0.6111757072936015,0.2656683471417178
1229329,South East Stars,AN Davidson-Richards,allrounder,0.37084036048011293,0.25728090120945807
1229329,South East Stars,SE Rowe,batter,0.22846631353941493,
1229329,South East Stars,HV Jones,allrounder,0.21470137515178225,0.2869307306370669
1229329,South East Stars,NE Farrant,bowler,0.22518217460200557,0.6894359596740012
1229329,South East Stars,R Southby,batter,0.2073936127490439,
1229329,South East Stars,FR Davies,bowler,0.19151104393029206,0.13779162974935966
1229329,South East Stars,GJ Gibbs,allrounder,0.289004787589399,0.08401362364876636
1229329,Western Storm,HC Knight,allrounder,0.7712366917362692,0.09307226439331343
1229329,Western Storm,FMK Morris,allrounder,0.4208689705088599,0.46429085768857903
1229329,Western Storm,SN Luff,batter,1.0,0.0035111182396003267
1229329,Western Storm,GM Hennessy,allrounder,0.4284280982801359,0.627683536024288
1229329,Western Storm,NAJ Wraith,batter,0.295181669255406,
1229329,Western Storm,KL George,allrounder,0.2156603036064039,0.2289683574440953
1229329,Western Storm,A Griffiths,allrounder,0.5083985904878391,0.18131330098020118
1229329,Western Storm,C Nicholas,bowler,0.2894108690000285,0.2422340437469307
1229329,Western Storm,A Shrubsole,bowler,0.4865744572567257,0.3178880833036016
1229329,Western Storm,E Corney,allrounder,0.17542360676875135,0.2347103552519004
1229329,Western Storm,N Holland,allrounder,0.09201348344653738,0.09494581821089415
1229330,Southern Vipers,GL Adams,batter,0.8952451949903144,0.7655163687208961
1229330,Southern Vipers,DN Wyatt,allrounder,0.627236589798195,0.48238138492233934
1229330,Southern Vipers,ME Bouchier,batter,0.5543396520655693,0.30971317717180163
1229330,Southern Vipers,CE Dean,allrounder,0.38791955262021754,0.7022567219055044
1229330,Southern Vipers,PJ Scholfield,allrounder,0.3478081260685897,0.5569582038861081
1229330,Southern Vipers,E Windsor,batter,0.3702282637170802,0.0
1229330,Southern Vipers,EM McCaughan,batter,0.3810795982279273,
1229330,Southern Vipers,CE Rudd,batter,0.23415224232809964,
1229330,Southern Vipers,TG Norris,bowler,0.2234416860882584,0.7285435310093392
1229330,Southern Vipers,AZ Monaghan,allrounder,0.09079108962043199,0.41662642584008447
1229330,Southern Vipers,LK Bell,bowler,0.19667584023778814,0.5636933193848911
1229330,Western Storm,HC Knight,allrounder,0.7712366917362692,0.09307226439331343
1229330,Western Storm,FMK Morris,allrounder,0.4208689705088599,0.46429085768857903
1229330,Western Storm,SN Luff,batter,1.0,0.0035111182396003267
1229330,Western Storm,GM Hennessy,allrounder,0.4284280982801359,0.627683536024288
1229330,Western Storm,NAJ Wraith,batter,0.295181669255406,
1229330,Western Storm,KL George,allrounder,0.2156603036064039,0.2289683574440953
1229330,Western Storm,A Griffiths,allrounder,0.5083985904878391,0.18131330098020118
1229330,Western Storm,LA Parfitt,batter,0.3418910028846253,0.0
1229330,Western Storm,E Corney,allrounder,0.17542360676875135,0.2347103552519004
1229330,Western Storm,C Nicholas,bowler,0.2894108690000285,0.2422340437469307
