match_id,batting_team,partnership,runs_off_bat,batter1,batter1_runs,batter2,batter2_runs,innings,from_node,to_node,Winner
1252289,Thunder,GEB Boyce & S Smale,23.0,GEB Boyce,10.0,S Smale,13.0,1.0,GEB Boyce,S Smale,Thunder
1252291,Southern Vipers,E Windsor & GA Elwiss,1.0,E Windsor,1.0,GA Elwiss,0.0,2.0,GA Elwiss,E Windsor,Southern Vipers
1252291,Southern Vipers,GL Adams & GA Elwiss,82.0,GL Adams,39.0,GA Elwiss,43.0,2.0,GL Adams,GA Elwiss,Southern Vipers
1252291,Southern Vipers,PJ Scholfield & GA Elwiss,33.0,PJ Scholfield,15.0,GA Elwiss,18.0,2.0,PJ Scholfield,GA Elwiss,Southern Vipers
1252291,Southern Vipers,GH Lewis & GA Elwiss,62.0,GH Lewis,39.0,GA Elwiss,23.0,2.0,GA Elwiss,GH Lewis,Southern Vipers
1252291,Southern Vipers,GL Adams & EM McCaughan,5.0,GL Adams,3.0,EM McCaughan,2.0,2.0,EM McCaughan,GL Adams,Southern Vipers
1252291,Southern Vipers,ME Bouchier & GL Adams,65.0,ME Bouchier,40.0,GL Adams,25.0,2.0,GL Adams,ME Bouchier,Southern Vipers
1252293,Southern Vipers,GA Elwiss & ME Bouchier,30.0,GA Elwiss,14.0,ME Bouchier,16.0,2.0,GA Elwiss,ME Bouchier,Southern Vipers
1252293,Southern Vipers,GH Lewis & E Windsor,30.0,GH Lewis,23.0,E Windsor,7.0,2.0,E Windsor,GH Lewis,Southern Vipers
1252293,Southern Vipers,GH Lewis & ME Bouchier,14.0,GH Lewis,1.0,ME Bouchier,13.0,2.0,GH Lewis,ME Bouchier,Southern Vipers
1252293,Southern Vipers,ME Bouchier & EM McCaughan,4.0,ME Bouchier,4.0,EM McCaughan,0.0,2.0,EM McCaughan,ME Bouchier,Southern Vipers
1252293,Southern Vipers,E Windsor & PJ Scholfield,15.0,E Windsor,6.0,PJ Scholfield,9.0,2.0,E Windsor,PJ Scholfield,Southern Vipers
1252293,Southern Vipers,TG Norris & E Windsor,74.0,TG Norris,40.0,E Windsor,34.0,2.0,E Windsor,TG Norris,Southern Vipers
1229329,,,,,,,,,,,Western Storm
1229331,,,,,,,,,,,South East Stars
1229333,,,,,,,,,,,Northern Diamonds
1229335,,,,,,,,,,,Western Storm
1229336,,,,,,,,,,,Northern Diamonds
1229339,,,,,,,,,,,Western Storm
1229341,,,,,,,,,,,Lightning
1229343,,,,,,,,,,,South East Stars
1229345,,,,,,,,,,,Central Sparks
1229348,,,,,,,,,,,Lightning
1229349,,,,,,,,,,,Western Storm
1252264,,,,,,,,,,,Central Sparks
1252266,,,,,,,,,,,South East Stars
1252268,,,,,,,,,,,Northern Diamonds
1252269,,,,,,,,,,,Central Sparks
1252272,,,,,,,,,,,South East Stars
1252273,,,,,,,,,,,Northern Diamonds
1252276,,,,,,,,,,,Northern Diamonds
1252277,,,,,,,,,,,Lightning
1252280,,,,,,,,,,,Northern Diamonds
1252281,,,,,,,,,,,South East Stars
1252282,,,,,,,,,,,Central Sparks
1252285,,,,,,,,,,,Central Sparks
1252286,,,,,,,,,,,Western Storm
1252288,,,,,,,,,,,Lightning
1252290,,,,,,,,,,,Western Storm
1252292,,,,,,,,,,,Northern Diamonds
