match_id,season,start_date,innings,batting_team,bowling_team,bowler,wicketcounts,bowler_labels,message
1252267,2021,29-05-2021,1,Lightning,Southern Vipers,GL Adams,1,GL Adams (Southern Vipers),vs Lightning (29-05-2021)
1252267,2021,29-05-2021,1,Lightning,Southern Vipers,CM Taylor,1,CM Taylor (Southern Vipers),vs Lightning (29-05-2021)
1229345,2020,13-09-2020,2,Central Sparks,Northern Diamonds,AL MacDonald,1,AL MacDonald (Northern Diamonds),vs Central Sparks (13-09-2020)
1252266,2021,29-05-2021,2,Sunrisers,South East Stars,GJ Gibbs,1,GJ Gibbs (South East Stars),vs Sunrisers (29-05-2021)
1229349,2020,19-09-2020,2,Sunrisers,Western Storm,FMK Morris,1,FMK Morris (Western Storm),vs Sunrisers (19-09-2020)
1229349,2020,19-09-2020,2,Sunrisers,Western Storm,EM Edgcombe,1,EM Edgcombe (Western Storm),vs Sunrisers (19-09-2020)
1229349,2020,19-09-2020,2,Sunrisers,Western Storm,E Corney,1,E Corney (Western Storm),vs Sunrisers (19-09-2020)
1229349,2020,19-09-2020,1,Western Storm,Sunrisers,Sonali Patel,1,Sonali Patel (Sunrisers),vs Western Storm (19-09-2020)
1229349,2020,19-09-2020,1,Western Storm,Sunrisers,J Gardner,1,J Gardner (Sunrisers),vs Western Storm (19-09-2020)
1229348,2020,19-09-2020,1,Lightning,Central Sparks,HL Baker,1,HL Baker (Central Sparks),vs Lightning (19-09-2020)
1229348,2020,19-09-2020,1,Lightning,Central Sparks,CK Boycott,1,CK Boycott (Central Sparks),vs Lightning (19-09-2020)
1229347,2020,19-09-2020,2,Northern Diamonds,Thunder,L Heap,1,L Heap (Thunder),vs Northern Diamonds (19-09-2020)
1229347,2020,19-09-2020,2,Northern Diamonds,Thunder,HE Jones,1,HE Jones (Thunder),vs Northern Diamonds (19-09-2020)
1229347,2020,19-09-2020,2,Northern Diamonds,Thunder,A Hartley,1,A Hartley (Thunder),vs Northern Diamonds (19-09-2020)
1229347,2020,19-09-2020,1,Thunder,Northern Diamonds,LCN Smith,1,LCN Smith (Northern Diamonds),vs Thunder (19-09-2020)
1229346,2020,19-09-2020,2,Southern Vipers,South East Stars,NE Farrant,1,NE Farrant (South East Stars),vs Southern Vipers (19-09-2020)
1229346,2020,19-09-2020,1,South East Stars,Southern Vipers,TG Norris,1,TG Norris (Southern Vipers),vs South East Stars (19-09-2020)
1229346,2020,19-09-2020,1,South East Stars,Southern Vipers,PJ Scholfield,1,PJ Scholfield (Southern Vipers),vs South East Stars (19-09-2020)
1229345,2020,13-09-2020,2,Central Sparks,Northern Diamonds,KA Levick,1,KA Levick (Northern Diamonds),vs Central Sparks (13-09-2020)
1229349,2020,19-09-2020,2,Sunrisers,Western Storm,N Holland,1,N Holland (Western Storm),vs Sunrisers (19-09-2020)
1229349,2020,19-09-2020,2,Sunrisers,Western Storm,S Hutchins,1,S Hutchins (Western Storm),vs Sunrisers (19-09-2020)
1229349,2020,19-09-2020,2,Sunrisers,Western Storm,SN Luff,1,SN Luff (Western Storm),vs Sunrisers (19-09-2020)
1252264,2021,29-05-2021,1,Northern Diamonds,Central Sparks,S Glenn,1,S Glenn (Central Sparks),vs Northern Diamonds (29-05-2021)
1252266,2021,29-05-2021,2,Sunrisers,South East Stars,A Capsey,1,A Capsey (South East Stars),vs Sunrisers (29-05-2021)
1252266,2021,29-05-2021,1,South East Stars,Sunrisers,ND Dattani,1,ND Dattani (Sunrisers),vs South East Stars (29-05-2021)
1252266,2021,29-05-2021,1,South East Stars,Sunrisers,G Scrivens,1,G Scrivens (Sunrisers),vs South East Stars (29-05-2021)
1252266,2021,29-05-2021,1,South East Stars,Sunrisers,AJ Macleod,1,AJ Macleod (Sunrisers),vs South East Stars (29-05-2021)
1252265,2021,29-05-2021,2,Western Storm,Thunder,P Cleary,1,P Cleary (Thunder),vs Western Storm (29-05-2021)
1252264,2021,29-05-2021,2,Central Sparks,Northern Diamonds,JL Gunn,1,JL Gunn (Northern Diamonds),vs Central Sparks (29-05-2021)
1252264,2021,29-05-2021,1,Northern Diamonds,Central Sparks,EL Arlott,1,EL Arlott (Central Sparks),vs Northern Diamonds (29-05-2021)
1229350,2020,27-09-2020,1,Southern Vipers,Northern Diamonds,BA Langston,1,BA Langston (Northern Diamonds),vs Southern Vipers (27-09-2020)
1252264,2021,29-05-2021,1,Northern Diamonds,Central Sparks,EA Russell,1,EA Russell (Central Sparks),vs Northern Diamonds (29-05-2021)
1229350,2020,27-09-2020,2,Northern Diamonds,Southern Vipers,ME Bouchier,1,ME Bouchier (Southern Vipers),vs Northern Diamonds (27-09-2020)
1229350,2020,27-09-2020,2,Northern Diamonds,Southern Vipers,GL Adams,1,GL Adams (Southern Vipers),vs Northern Diamonds (27-09-2020)
1229350,2020,27-09-2020,2,Northern Diamonds,Southern Vipers,CE Dean,1,CE Dean (Southern Vipers),vs Northern Diamonds (27-09-2020)
1229350,2020,27-09-2020,1,Southern Vipers,Northern Diamonds,LCN Smith,1,LCN Smith (Northern Diamonds),vs Southern Vipers (27-09-2020)
1229350,2020,27-09-2020,1,Southern Vipers,Northern Diamonds,JL Gunn,1,JL Gunn (Northern Diamonds),vs Southern Vipers (27-09-2020)
1229328,2020,29-08-2020,2,Lightning,Thunder,HE Jones,1,HE Jones (Thunder),vs Lightning (29-08-2020)
